Rk,School,G,TeamW,TeamL,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
11,Appalachian State,30,9,21,0.3,-8.67,-1.6,4,14,8,6,1,14,2208,2279,72.1,101.7,0.378,0.417,0.525,50.7,55.3,7.7,7.6,0.491,16.5,29.4,0.258,1205,749,1781,0.421,251,742,0.338,459,674,0.681,339,1126,414,167,91,414,641
12,Arizona State,33,15,18,0.455,4.02,7.11,7,11,9,7,4,6,2593,2695,72.5,108,0.319,0.438,0.55,45.1,48.4,8.1,8.8,0.514,12.7,24.4,0.239,1325,888,2047,0.434,328,896,0.366,489,653,0.749,304,1075,430,194,106,344,556
13,Arizona NCAA,37,32,5,0.865,18.25,7.63,16,2,15,1,9,1,2833,2440,67.3,113.8,0.405,0.305,0.58,55.1,51.3,8.1,8.8,0.537,14.5,33.1,0.31,1480,977,2048,0.477,244,625,0.39,635,830,0.765,380,1358,501,201,119,413,625
14,Little Rock,32,15,17,0.469,-6.07,-3.8,6,12,9,6,4,9,2188,2185,66.1,102.7,0.333,0.342,0.54,50.6,48.9,8.6,11.7,0.502,16.9,28.8,0.246,1290,775,1749,0.443,207,599,0.346,431,582,0.741,305,1058,379,183,120,412,591
15,Arkansas-Pine Bluff,32,7,25,0.219,-22.81,-10.28,6,12,6,6,1,19,1977,2320,68.7,88.2,0.337,0.36,0.494,46.8,48.1,12.4,9.5,0.463,22.4,29.8,0.22,1305,695,1725,0.403,208,621,0.335,379,581,0.652,335,1013,334,279,93,578,718
16,Arkansas State,32,20,12,0.625,0.87,-2.1,11,7,12,1,7,9,2346,2211,68.8,106.1,0.415,0.323,0.547,52.1,48.1,7.8,7.3,0.522,16.2,31.4,0.265,1285,826,1792,0.461,220,579,0.38,474,743,0.638,352,1169,397,172,83,414,652
17,Arkansas NCAA,36,26,10,0.722,14.04,8.6,12,6,15,3,6,5,2855,2659,71.7,110.7,0.381,0.295,0.558,49.5,49.8,10.8,12.4,0.514,14.3,31.7,0.29,1440,997,2165,0.461,233,638,0.365,628,825,0.761,401,1298,497,278,170,428,739
18,Army,32,13,19,0.406,-5.84,-4.1,6,12,9,8,4,10,2324,2340,72,99.7,0.28,0.433,0.538,51.8,61.8,7.6,4.9,0.518,18.3,27.1,0.183,1295,842,1906,0.442,291,825,0.353,349,533,0.655,317,1213,520,178,61,483,620
19,Auburn,32,18,14,0.563,8.17,7.33,7,11,10,5,6,6,2573,2546,75.2,106.1,0.425,0.401,0.544,48.4,48.3,9.6,13.4,0.511,15.5,30.3,0.285,1290,861,1969,0.437,289,789,0.366,562,836,0.672,369,1171,416,234,162,434,668
20,Austin Peay,30,11,19,0.367,-11,-2.32,7,9,5,8,4,11,2331,2515,71.8,106.9,0.405,0.373,0.569,44.9,40.2,7.8,6.3,0.535,15.4,24.4,0.286,1215,806,1718,0.469,227,640,0.355,492,695,0.708,245,913,324,171,73,373,547
21,Ball State,34,21,13,0.618,-1.45,-3.57,11,7,11,5,7,7,2677,2567,72.7,106.7,0.346,0.418,0.571,51.2,56.9,8.1,8.8,0.54,17.5,28.3,0.248,1380,929,2014,0.461,319,841,0.379,500,696,0.718,335,1281,529,203,118,496,658
22,Baylor NCAA,35,27,8,0.771,19.75,11.87,12,6,15,2,6,4,2550,2228,65.3,111.5,0.338,0.328,0.562,56.5,59.1,7.9,13,0.53,17.1,40.2,0.244,1400,921,1956,0.471,230,641,0.359,478,661,0.723,451,1329,544,180,166,469,617
23,Belmont,30,23,7,0.767,4.28,-1.69,15,1,12,1,11,4,2302,2078,69,110.7,0.306,0.526,0.59,52.1,60.3,6.3,6.8,0.558,16.3,26.3,0.235,1205,798,1703,0.469,306,895,0.342,400,521,0.768,254,1057,481,131,80,380,531
24,Bethune-Cookman,32,10,22,0.313,-19.44,-11.21,6,10,7,7,2,13,2275,2490,70.1,98.7,0.274,0.352,0.498,47,53.3,10.6,7.9,0.472,15.3,31.1,0.182,1315,840,2022,0.415,228,712,0.32,367,554,0.662,397,1135,448,245,96,413,644
25,Binghamton,32,12,20,0.375,-11.99,-5.79,3,13,7,7,4,13,2175,2270,67.4,100.4,0.316,0.39,0.538,48.6,53.4,7.7,6.9,0.508,16.4,23.4,0.223,1285,768,1757,0.437,248,685,0.362,391,555,0.705,251,1055,410,167,78,397,545
26,Boise State,32,20,12,0.625,5.52,2.72,12,6,11,3,8,7,2404,2278,70.4,106.7,0.412,0.403,0.558,51.3,47.7,7,6.1,0.52,16,28.2,0.294,1280,811,1802,0.45,253,726,0.348,529,743,0.712,309,1139,387,158,77,409,662
27,Boston College,32,9,23,0.281,2.2,8.08,2,16,8,10,0,9,2320,2508,72.5,100,0.296,0.364,0.541,50.2,56.1,7.7,7.3,0.516,17.9,25.7,0.201,1280,843,1880,0.448,256,685,0.374,378,556,0.68,292,1119,473,179,87,467,597
28,Boston University,32,18,14,0.563,-2.43,-3.66,12,6,11,5,6,9,2339,2264,69.9,102.9,0.336,0.419,0.547,50.1,55,11.7,7.7,0.517,17.2,27.6,0.234,1300,817,1844,0.443,274,773,0.354,431,619,0.696,311,1141,449,265,81,444,610
29,Bowling Green State,32,13,19,0.406,-6,-2,7,11,10,7,3,12,2355,2453,72.7,100.1,0.361,0.329,0.514,48.8,46.9,9.4,7.1,0.481,15.1,28.2,0.241,1295,832,1957,0.425,220,644,0.342,471,706,0.667,353,1153,390,221,87,408,623
30,Bradley,33,13,20,0.394,-2.84,2.94,7,11,8,7,3,10,2163,2333,68.6,95.1,0.418,0.354,0.524,49.2,50.9,8.9,10.5,0.488,19.5,26.2,0.281,1325,731,1722,0.425,217,609,0.356,484,719,0.673,297,1156,372,203,118,499,672
31,Brigham Young,34,22,12,0.647,8.22,1.87,12,6,14,4,5,4,2741,2525,75.6,106.7,0.422,0.325,0.555,53.5,57,8.7,11.7,0.511,16,29.2,0.31,1360,937,2057,0.456,230,668,0.344,637,869,0.733,363,1418,534,224,156,469,657
32,Brown,30,13,17,0.433,-8.55,-4.08,4,10,9,7,4,8,2275,2338,72.1,105.1,0.445,0.401,0.566,47.8,54.3,10.5,5.3,0.516,17.6,27.1,0.338,1200,735,1660,0.443,244,665,0.367,561,739,0.759,275,933,399,228,56,430,597
33,Bryant,32,12,20,0.375,-9.69,-5.43,9,9,9,5,2,15,2373,2478,70,103.2,0.332,0.366,0.535,49.4,54.8,9.5,5.8,0.499,16.2,29.5,0.239,1315,839,1917,0.438,237,701,0.338,458,636,0.72,345,1148,460,218,69,428,680
34,Bucknell NCAA,35,26,9,0.743,5.89,-2.48,15,3,14,2,9,6,2669,2376,70.7,107.9,0.372,0.384,0.578,50.6,54.1,10.2,9.7,0.553,16.8,26.7,0.253,1400,942,1961,0.48,286,754,0.379,497,730,0.681,302,1203,510,252,134,466,655
35,Buffalo,32,17,15,0.531,0.92,-1.01,11,7,8,4,8,7,2486,2375,73.1,105.8,0.366,0.374,0.545,53.1,52.3,7.7,10.2,0.513,16.6,33,0.253,1285,877,1945,0.451,240,727,0.33,492,711,0.692,385,1295,459,181,127,453,735
36,Butler NCAA,34,25,9,0.735,17.7,10.23,12,6,13,3,7,4,2595,2341,67.3,112.6,0.371,0.376,0.581,50.6,50,8.9,8.4,0.546,13.4,27.1,0.275,1370,906,1898,0.477,261,714,0.366,522,704,0.741,287,1091,453,206,96,346,640
37,Cal Poly,31,11,20,0.355,-10.71,-4.22,6,10,6,6,5,11,2082,2242,66.7,99.9,0.297,0.421,0.507,46.5,44.4,7.8,9.2,0.475,14,26,0.207,1250,726,1800,0.403,258,758,0.34,372,534,0.697,300,1003,322,162,113,333,574
38,Cal State Bakersfield,35,25,10,0.714,3.21,-1.94,12,2,12,1,11,6,2502,2235,69.6,100.8,0.371,0.32,0.523,52.3,56.6,11.5,12.3,0.496,17.8,33.9,0.237,1425,895,2035,0.44,229,652,0.351,483,755,0.64,433,1349,507,286,137,519,794
39,Cal State Fullerton,32,17,15,0.531,-7.55,-6.85,10,6,12,4,4,8,2351,2280,70.8,100.9,0.404,0.341,0.533,52.2,47.1,9.6,9.9,0.497,17.4,30,0.277,1315,821,1850,0.444,196,631,0.311,513,747,0.687,341,1196,387,223,117,465,666
40,Cal State Northridge,30,11,19,0.367,-8.34,-4.13,7,9,7,7,4,8,2341,2440,74.6,104.6,0.459,0.238,0.55,49,51,9.2,7,0.503,15.8,28,0.334,1200,806,1747,0.461,145,415,0.349,584,801,0.729,295,1052,411,207,90,399,638
41,UC-Davis NCAA,36,23,13,0.639,-5.21,-4.68,11,5,11,0,6,9,2525,2506,70.2,98.9,0.412,0.316,0.526,50.8,52.8,7.9,9,0.49,17.6,28.9,0.278,1455,873,2008,0.435,221,635,0.348,558,828,0.674,364,1280,461,202,118,513,688
42,UC-Irvine,36,21,15,0.583,0.18,-2.7,12,4,11,2,8,9,2514,2331,67.1,103.3,0.296,0.356,0.534,54.5,50.3,7.2,11.4,0.508,17,32.4,0.203,1450,915,2062,0.444,265,734,0.361,419,611,0.686,402,1429,460,176,154,481,748
43,UC-Riverside,29,8,21,0.276,-11.39,-3.87,5,11,5,8,3,12,1895,2016,69.7,93.3,0.296,0.331,0.497,48.9,49.1,9.8,8.8,0.464,16.9,25.7,0.206,1165,689,1671,0.412,173,553,0.313,344,495,0.695,264,1011,338,198,88,387,572
44,UC-Santa Barbara,28,6,22,0.214,-13.49,-2,4,12,5,8,1,12,1701,1987,66.2,91.4,0.29,0.322,0.453,49.5,54.3,7.9,6.8,0.423,15.4,31.5,0.184,1125,622,1651,0.377,154,531,0.29,303,478,0.634,356,1028,338,148,59,341,502
45,University of California,34,21,13,0.618,11.11,6.34,10,8,15,4,3,6,2316,2154,66.3,101.3,0.377,0.347,0.514,54.7,50.7,7.2,12.1,0.481,16,32.9,0.249,1380,807,1911,0.422,226,664,0.34,476,720,0.661,394,1323,409,165,155,428,656
46,Campbell,37,19,18,0.514,-9.68,-7.59,7,11,11,8,6,9,2653,2605,67.7,105.2,0.361,0.401,0.568,49.3,47.5,9.7,11.3,0.53,16.9,24.4,0.272,1490,909,1992,0.456,294,798,0.368,541,720,0.751,292,1219,432,244,151,476,662
47,Canisius,34,18,16,0.529,-2.82,-3.5,10,10,7,7,9,8,2665,2642,71.4,108.9,0.309,0.403,0.562,48.3,63.7,9.4,4.9,0.531,15.8,30.2,0.227,1370,943,2066,0.456,309,832,0.371,470,639,0.736,364,1120,601,230,64,446,659
48,Central Arkansas,32,8,24,0.25,-13.04,-3.76,7,11,5,6,3,16,2395,2692,72.2,102.5,0.36,0.321,0.535,48.8,55.6,7.6,7.4,0.498,16.6,28.8,0.258,1295,836,1910,0.438,230,613,0.375,493,687,0.718,337,1151,465,178,84,446,606
49,Central Connecticut State,29,6,23,0.207,-17.51,-7.68,4,14,3,9,3,14,1827,2112,66.5,93.9,0.333,0.261,0.492,48.5,50.5,8.5,6.9,0.467,18.2,31.5,0.207,1170,675,1602,0.421,146,418,0.349,331,534,0.62,332,966,341,166,68,413,539
50,Central Florida,36,24,12,0.667,9.58,3.69,11,7,15,3,6,6,2414,2202,66.2,101,0.399,0.394,0.535,55.6,48.5,6,11.1,0.504,18.9,32.6,0.264,1445,825,1898,0.435,263,748,0.352,501,758,0.661,389,1471,400,144,145,525,548
51,Central Michigan,32,16,16,0.5,-5.76,-2.63,6,12,10,5,5,9,2826,2807,77.8,112.2,0.354,0.518,0.562,47.7,39.7,7.2,6.6,0.516,12.6,27.9,0.28,1295,912,2153,0.424,399,1115,0.358,603,762,0.791,364,1244,362,181,93,362,612
52,Charleston Southern,31,12,19,0.387,-12.28,-6.21,7,11,9,6,3,12,2304,2343,69.7,105.3,0.344,0.358,0.53,50.1,41.4,8,8.4,0.502,14.1,29,0.229,1255,824,1868,0.441,228,669,0.341,428,643,0.666,336,1092,341,176,89,358,620
53,Charlotte,30,13,17,0.433,-5.24,-0.93,7,11,10,5,3,9,2295,2407,74.4,102.4,0.341,0.349,0.548,44.8,45.1,8.5,7.3,0.509,14.9,20.6,0.254,1205,800,1803,0.444,237,630,0.376,458,614,0.746,224,979,361,190,94,366,578
54,Chattanooga,31,19,12,0.613,1.1,-2.08,10,8,11,3,7,7,2314,2132,68.1,109.2,0.394,0.388,0.567,49.1,47.1,11.4,12.4,0.533,16.8,31.1,0.28,1245,801,1718,0.466,231,667,0.346,481,677,0.71,322,1005,377,241,145,413,570
55,Chicago State,32,6,26,0.188,-16.67,-0.19,1,13,3,7,2,17,2089,2511,70.3,91.4,0.296,0.354,0.476,46.8,48.7,9.4,6.6,0.439,16.7,26.8,0.207,1300,739,1923,0.384,212,681,0.311,399,569,0.701,344,1123,360,215,68,440,616
56,Cincinnati NCAA,36,30,6,0.833,18.43,5.49,16,2,18,0,8,3,2674,2208,65.1,113.3,0.325,0.361,0.547,53.3,57.5,11.1,13.9,0.52,12.9,35.5,0.223,1450,969,2116,0.458,264,764,0.346,472,688,0.686,437,1328,557,261,173,361,566
57,Citadel,33,12,21,0.364,-12.86,-2.93,4,14,8,8,3,12,2964,3121,82.6,107.5,0.34,0.494,0.541,45.9,57.2,11.1,5.9,0.5,14.7,30.1,0.258,1335,980,2357,0.416,397,1165,0.341,607,802,0.757,448,1232,561,306,85,473,737
58,Clemson,33,17,16,0.515,13.22,9.98,6,12,11,6,3,7,2468,2361,67.7,110,0.343,0.345,0.547,49.3,47.5,10.5,10.7,0.511,13.6,31.4,0.251,1325,871,1939,0.449,239,669,0.357,487,666,0.731,365,1124,414,235,130,354,501
59,Cleveland State,31,9,22,0.29,-6.73,-1.53,5,13,5,6,2,14,2083,2222,68.8,96.2,0.294,0.386,0.497,47,43.9,10.2,8.7,0.465,16.2,29,0.203,1260,745,1838,0.405,219,709,0.309,374,541,0.691,339,1024,327,221,94,405,636
60,Coastal Carolina,39,20,19,0.513,-3.94,-1.48,10,8,15,6,3,12,2833,2858,71,101.7,0.298,0.399,0.514,52,45.7,8.5,8.7,0.488,15.6,31.1,0.196,1570,1021,2416,0.423,318,963,0.33,473,719,0.658,480,1571,467,237,109,508,709
61,Colgate,32,10,22,0.313,-8.47,-3.6,8,10,4,8,6,12,2145,2273,66.4,99,0.335,0.432,0.547,49.7,55.6,7.6,7.7,0.52,19.3,25.1,0.227,1305,745,1693,0.44,271,732,0.37,384,567,0.677,263,1037,414,164,82,470,603
62,College of Charleston,35,25,10,0.714,3.99,-0.19,14,4,12,2,10,5,2416,2260,65.6,104.9,0.429,0.36,0.539,49.1,44.2,8.4,9.8,0.491,14,25.6,0.316,1405,804,1862,0.432,220,670,0.328,588,799,0.736,302,1194,355,194,117,364,604
63,Colorado State,36,24,12,0.667,6.03,2.17,13,5,15,5,7,5,2611,2447,68.1,106.6,0.394,0.366,0.531,51.9,45.2,8.9,9.8,0.487,13.8,31.6,0.288,1440,879,2070,0.425,257,758,0.339,596,815,0.731,409,1374,397,218,123,392,618
64,Colorado,34,19,15,0.559,9.12,6,8,10,13,4,4,9,2568,2455,69,108.7,0.386,0.36,0.544,52.1,53.4,7.3,11.9,0.508,14.8,32.7,0.272,1370,888,1993,0.446,250,718,0.348,542,770,0.704,403,1276,474,172,146,410,632
65,Columbia,27,11,16,0.407,-5.67,-3.13,5,9,7,6,4,10,1940,1964,69.5,102.5,0.29,0.364,0.532,48.5,59.7,10,9.2,0.502,16,28.1,0.205,1090,700,1603,0.437,211,584,0.361,329,465,0.708,273,941,418,190,79,347,506
66,Connecticut,33,16,17,0.485,7.23,6.61,9,9,8,6,4,8,2220,2189,65.4,102.1,0.342,0.347,0.528,50.9,55.5,6.7,15.3,0.492,16,29.9,0.244,1330,778,1809,0.43,223,628,0.355,441,619,0.712,336,1209,432,146,177,402,575
67,Coppin State,32,8,24,0.25,-21.51,-8.01,7,9,5,6,3,16,2119,2521,70.5,93.1,0.404,0.384,0.482,46.3,47.5,8,6.4,0.443,16.7,28.4,0.262,1290,705,1846,0.382,225,708,0.318,484,745,0.65,367,1115,335,182,72,440,664
68,Cornell,29,8,21,0.276,-8.4,-1.55,4,10,3,8,4,12,2074,2238,71.3,99.8,0.294,0.437,0.553,48.7,55.9,7.2,6.7,0.527,18.3,22.5,0.205,1165,746,1646,0.453,244,720,0.339,338,484,0.698,219,976,417,150,78,419,529
69,Creighton NCAA,35,25,10,0.714,17.27,8.95,10,8,13,4,7,4,2864,2549,72.9,112.3,0.277,0.358,0.592,49.3,55.5,8.4,7.6,0.576,15.2,24.8,0.189,1400,1078,2137,0.504,304,766,0.397,404,592,0.682,289,1223,598,213,102,435,582
70,Dartmouth,27,7,20,0.259,-11.15,-3.45,4,10,3,9,4,11,1812,2020,68.2,97.9,0.338,0.386,0.534,50.5,47.7,6.7,4.7,0.499,19.1,27.6,0.24,1085,631,1463,0.431,199,565,0.352,351,495,0.709,249,917,301,124,48,401,493
71,Davidson,32,17,15,0.531,6.45,4.26,8,10,8,5,5,7,2362,2292,69.5,105.4,0.315,0.46,0.552,49.6,61.3,7.3,8.5,0.516,15.4,25.1,0.238,1290,814,1861,0.437,292,856,0.341,442,587,0.753,285,1149,499,163,106,390,583
72,Dayton NCAA,32,24,8,0.75,12.98,4.27,15,3,15,1,7,3,2428,2126,69.4,108.9,0.436,0.381,0.571,49.7,61,11.2,11.9,0.538,15,25.8,0.301,1285,820,1763,0.465,258,671,0.385,530,768,0.69,277,1097,500,249,128,376,601
73,Delaware State,32,10,22,0.313,-18.81,-9.37,7,9,4,7,6,14,2186,2399,68.4,98.6,0.292,0.39,0.515,46.2,54.9,8,8.5,0.49,17,29.3,0.192,1295,782,1865,0.419,263,727,0.362,359,545,0.659,348,1057,429,177,89,436,608
74,Delaware,33,13,20,0.394,-9.97,-1.42,5,13,9,5,3,12,2157,2381,66.1,98.4,0.326,0.35,0.508,50.1,49.7,8,9.7,0.475,15.7,27.5,0.224,1325,775,1838,0.422,196,643,0.305,411,599,0.686,322,1159,385,176,102,396,625
75,Denver,30,16,14,0.533,-2.99,-4.19,8,8,8,5,7,8,2275,2239,69,109,0.346,0.33,0.58,53.1,55.7,7.2,6.1,0.548,17.1,28.8,0.254,1210,811,1684,0.482,223,555,0.402,428,583,0.734,273,1058,452,150,64,404,603
76,DePaul,32,9,23,0.281,2.09,7.78,2,16,8,10,1,9,2206,2388,69,99.5,0.356,0.313,0.523,49,47.2,9.6,8.8,0.481,17.6,29.9,0.262,1285,775,1804,0.43,184,564,0.326,472,642,0.735,339,1057,366,213,92,451,635
77,Detroit Mercy,31,8,23,0.258,-10.72,-1.62,6,12,5,9,3,13,2387,2630,74.3,102.4,0.384,0.362,0.541,47.1,48,8.7,6.9,0.512,17,27.6,0.255,1255,830,1867,0.445,251,675,0.372,476,717,0.664,320,1036,398,203,78,451,741
78,Drake,31,7,24,0.226,-4.71,1.91,5,13,6,9,1,11,2208,2390,70,100.5,0.298,0.421,0.521,47.5,53.2,8.6,6.4,0.482,15.5,26.9,0.225,1255,760,1856,0.409,270,782,0.345,418,553,0.756,311,1070,404,188,75,389,563
79,Drexel,32,9,23,0.281,-7.43,-2.56,3,15,5,8,4,14,2397,2508,71.4,103.3,0.311,0.373,0.526,49.8,54.3,8.1,8.1,0.5,15.7,30.9,0.207,1300,865,1987,0.435,256,741,0.345,411,617,0.666,379,1177,470,187,98,425,644
80,Duke NCAA,37,28,9,0.757,21.56,10.91,11,7,15,1,4,6,2991,2597,69.9,115.7,0.393,0.383,0.588,51.9,47.5,8.7,10.9,0.548,14.2,31.6,0.299,1480,1019,2144,0.475,311,822,0.378,642,842,0.762,390,1341,484,226,172,421,675
81,Duquesne,32,10,22,0.313,-3.06,0.69,3,15,8,10,1,10,2256,2376,71,99.3,0.371,0.369,0.523,49.4,51.1,6.9,10,0.489,17.4,29,0.251,1280,785,1835,0.428,226,677,0.334,460,680,0.676,343,1167,401,157,127,454,593
82,East Carolina,33,15,18,0.455,-0.49,1.33,6,12,12,5,1,11,2088,2148,66.8,94.8,0.375,0.372,0.493,50.4,55,7.6,13.2,0.458,17.8,30.7,0.246,1320,716,1797,0.398,214,668,0.32,442,673,0.657,370,1252,394,168,171,459,550
83,East Tennessee State NCAA,35,27,8,0.771,7.31,-2.11,14,4,13,2,8,5,2782,2438,71.4,110.2,0.432,0.352,0.587,53.1,53.8,11.6,13.6,0.555,18,31.3,0.304,1415,960,1967,0.488,265,693,0.382,597,850,0.702,357,1269,516,293,162,519,698
84,Eastern Illinois,29,14,15,0.483,-5.35,-5.05,6,10,8,6,6,9,2169,2083,70.5,103,0.271,0.376,0.519,49,57.5,9.4,10.7,0.487,15,30.4,0.198,1195,772,1852,0.417,259,696,0.372,366,501,0.731,348,1081,444,198,119,370,559
85,Eastern Kentucky,31,12,19,0.387,-8.65,-2.44,5,11,8,6,3,12,2197,2330,69.7,99.7,0.374,0.419,0.533,46.8,56.3,8.4,10,0.495,17.3,26.2,0.264,1265,750,1751,0.428,235,733,0.321,462,655,0.705,286,1018,422,185,113,432,619
86,Eastern Michigan,33,16,17,0.485,-0.18,0.16,7,11,10,6,5,10,2566,2409,71.2,108.4,0.35,0.301,0.538,49.9,48.3,13.4,13.1,0.5,14.3,34.3,0.254,1330,918,2046,0.449,211,616,0.343,519,716,0.725,420,1201,443,317,144,399,704
87,Eastern Washington,34,22,12,0.647,-2.77,-4.43,13,5,15,1,6,10,2695,2592,68,112.4,0.342,0.375,0.587,50.9,44.5,6.6,12.5,0.551,15.3,27.6,0.263,1410,947,1975,0.479,281,741,0.379,520,675,0.77,309,1196,421,158,162,415,679
88,Elon,32,18,14,0.563,0.24,-1.39,10,8,10,4,6,8,2403,2292,69.2,106.1,0.302,0.454,0.55,50.2,54.8,7.3,6.1,0.525,14.6,25,0.207,1310,850,1911,0.445,308,868,0.355,395,577,0.685,291,1209,466,165,73,374,532
89,Evansville,33,16,17,0.485,1.45,2.42,6,12,13,4,2,9,2288,2261,67,102.3,0.447,0.197,0.536,50.6,55.3,7.7,9.1,0.49,15.4,27.2,0.318,1335,800,1762,0.454,127,347,0.366,561,787,0.713,298,1136,442,172,99,389,659
90,Fairfield,31,16,15,0.516,-4.75,-3.85,11,9,7,6,8,8,2251,2279,71.7,100.5,0.272,0.421,0.536,48.5,56.4,7.4,7.3,0.513,16.5,24.4,0.186,1250,822,1859,0.442,262,782,0.335,345,506,0.682,275,1115,464,166,92,416,567
91,Fairleigh Dickinson,30,11,19,0.367,-9.28,-5.31,9,9,7,4,3,14,2183,2250,70.2,103.2,0.362,0.354,0.544,47.3,48.5,8.9,7,0.499,16.5,27.8,0.277,1205,754,1713,0.44,201,606,0.332,474,620,0.765,291,993,366,189,78,398,637
92,Florida A&M,30,7,23,0.233,-20.88,-11.85,5,11,4,10,3,11,2153,2365,72.2,97.7,0.373,0.299,0.508,45.7,49.7,8.9,9.1,0.475,16.1,25.8,0.246,1220,762,1800,0.423,187,538,0.348,442,671,0.659,304,1047,379,197,99,407,568
93,Florida Atlantic,30,10,20,0.333,-7.95,-1.98,6,12,5,9,5,8,2108,2221,70.2,98.9,0.304,0.348,0.501,47.3,48.8,8,7.4,0.467,14.2,27,0.213,1215,756,1838,0.411,204,639,0.319,392,558,0.703,316,1066,369,171,93,348,570
94,Florida Gulf Coast NCAA,34,26,8,0.765,2.26,-3.42,12,2,16,3,10,3,2701,2356,69.3,113.8,0.329,0.315,0.579,53.9,52.3,8.7,9.7,0.554,15.3,33.9,0.231,1370,1007,2017,0.499,221,636,0.347,466,664,0.702,379,1269,527,207,116,421,635
95,Florida International,31,7,24,0.226,-8.1,-3.27,3,15,6,9,1,13,2178,2282,66.5,103.1,0.291,0.307,0.54,51.2,43,8.8,5.9,0.505,17,30.5,0.218,1270,805,1773,0.454,181,545,0.332,387,516,0.75,315,1051,346,185,67,413,570
96,Florida State NCAA,35,26,9,0.743,18.87,8.87,12,6,18,0,3,6,2873,2523,72.6,113.1,0.384,0.313,0.566,52.7,49.3,10.2,13.7,0.537,14.1,33.6,0.265,1400,1036,2146,0.483,233,671,0.347,568,824,0.689,409,1324,511,259,180,415,684
97,Florida NCAA,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,2804,2394,70.1,110,0.402,0.366,0.556,51.3,47.2,10.7,11.8,0.516,14.6,31.8,0.293,1455,953,2118,0.45,278,776,0.358,620,851,0.729,416,1331,450,272,167,431,661
