Rk,School,G,TeamW,TeamL,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
98,Fordham,32,13,19,0.406,-1.97,1.36,7,11,8,9,5,8,2090,2167,66.8,96.3,0.266,0.444,0.52,44.3,57.9,14.5,9.3,0.49,17.2,23.4,0.193,1300,741,1783,0.416,264,791,0.334,344,474,0.726,261,913,429,314,91,418,611
99,Fresno State,33,20,13,0.606,4.37,2.31,11,7,13,2,6,10,2426,2315,70.1,102.5,0.408,0.317,0.543,50.6,48.6,11.7,11.3,0.511,16.6,27.5,0.274,1350,852,1872,0.455,209,593,0.352,513,763,0.672,314,1175,414,277,127,444,718
100,Furman,35,23,12,0.657,1.46,-3.75,14,4,11,3,12,8,2590,2319,67.4,109.1,0.321,0.427,0.579,51.7,57.1,10.3,7.3,0.555,16.8,28,0.224,1410,918,1941,0.473,319,828,0.385,435,624,0.697,317,1211,524,245,82,451,613
101,Gardner-Webb,33,19,14,0.576,-3.08,-5.71,11,7,9,5,8,8,2546,2319,71.4,106.1,0.43,0.29,0.555,52.8,53.2,12.1,9.7,0.534,17.1,31.9,0.268,1345,913,1905,0.479,209,552,0.379,511,819,0.624,372,1259,486,291,118,474,670
102,George Mason,34,20,14,0.588,3.01,1.28,9,9,10,7,7,5,2519,2437,69.2,105.2,0.395,0.276,0.541,55,45.3,7.1,7.2,0.494,15.9,32,0.295,1385,879,1962,0.448,182,542,0.336,579,775,0.747,381,1370,398,169,96,440,570
103,George Washington,35,20,15,0.571,2.37,2.11,10,8,14,3,5,8,2447,2438,67,104.3,0.366,0.383,0.538,53,56.8,8.2,9.9,0.495,16.6,32.5,0.273,1400,821,1938,0.424,276,743,0.371,529,710,0.745,394,1279,466,192,136,453,541
104,Georgetown,32,14,18,0.438,11.18,9.31,5,13,9,8,3,7,2369,2309,70.2,104.7,0.426,0.337,0.562,50.6,59.4,7.7,11.5,0.52,17.7,28.9,0.312,1290,808,1752,0.461,206,590,0.349,547,746,0.733,305,1142,480,175,147,454,672
105,Georgia Southern,33,18,15,0.545,-3.63,-2.83,11,7,10,4,6,11,2492,2420,70.5,106.7,0.4,0.438,0.549,46.8,40.7,9.6,8.8,0.52,14.6,26,0.266,1325,841,1909,0.441,303,837,0.362,507,763,0.664,320,1147,342,224,102,388,641
106,Georgia State,33,20,13,0.606,-0.33,-2.17,12,6,11,3,6,9,2442,2312,70.3,104.8,0.349,0.365,0.555,51.6,45.1,10.1,14,0.534,17.4,30.4,0.226,1325,885,1888,0.469,246,690,0.357,426,658,0.647,334,1174,399,236,140,463,673
107,Georgia Tech,37,21,16,0.568,7.82,8.21,8,10,16,4,3,10,2496,2472,69.3,97,0.356,0.248,0.513,49.8,62.6,9.5,15.7,0.479,16.9,28,0.243,1485,910,2079,0.438,171,516,0.331,505,740,0.682,356,1330,570,245,221,494,592
108,Georgia,34,19,15,0.559,11.13,10.28,9,9,12,6,5,7,2435,2393,69.7,102,0.408,0.283,0.536,51.5,51.3,7.6,9.8,0.485,16.3,28.7,0.309,1370,836,1903,0.439,175,538,0.325,588,777,0.757,330,1259,429,182,126,444,632
109,Gonzaga NCAA,39,37,2,0.949,25.26,4.13,17,1,15,1,10,0,3222,2398,70.9,116.4,0.39,0.329,0.596,54.7,51.8,9.6,11.2,0.567,14.2,29.8,0.28,1560,1149,2280,0.504,286,749,0.382,638,890,0.717,378,1587,595,265,183,448,660
110,Grambling,33,16,17,0.485,-17.29,-11.89,10,8,11,2,4,12,2361,2412,69.8,101,0.384,0.299,0.514,47.6,43.8,12.5,6.9,0.48,16.4,31.6,0.255,1340,841,1943,0.433,184,581,0.317,495,747,0.663,398,1108,368,292,76,450,658
111,Grand Canyon,31,22,9,0.71,-0.16,-4.22,11,3,15,3,5,6,2282,2103,71.2,102.6,0.412,0.342,0.527,50.9,53.5,10.5,6.7,0.493,15.5,29.1,0.274,1250,790,1812,0.436,205,619,0.331,497,747,0.665,335,1166,423,233,79,397,539
112,Green Bay,32,18,14,0.563,-2.77,-2.83,12,6,10,3,7,9,2565,2479,76.8,103.2,0.382,0.297,0.527,51.2,48.8,9.9,10.6,0.491,15.5,30.2,0.263,1295,913,2061,0.443,197,612,0.322,542,787,0.689,387,1312,446,247,133,448,632
113,Hampton,31,14,17,0.452,-13.23,-9.92,11,5,9,4,5,11,2149,2219,70.9,97.1,0.343,0.336,0.501,50.7,48.5,6.9,10.1,0.46,16.9,31.7,0.245,1250,751,1844,0.407,196,620,0.316,451,633,0.712,371,1143,364,152,113,435,633
114,Hartford,32,9,23,0.281,-15.85,-5.56,4,12,6,8,3,15,2136,2465,70,94.3,0.326,0.428,0.51,45,50.3,10.1,9.2,0.475,18.1,24.8,0.228,1295,730,1814,0.402,263,777,0.338,413,591,0.699,292,1046,367,228,118,462,603
115,Harvard,28,18,10,0.643,2.3,-2.24,10,4,11,3,7,5,2012,1842,67.5,106.5,0.331,0.412,0.556,51.1,57.7,9.3,13.3,0.52,16.6,29.2,0.246,1120,699,1564,0.447,229,645,0.355,385,518,0.743,275,1005,403,176,133,359,531
116,Hawaii,30,14,16,0.467,-6.19,-4.92,8,8,11,8,3,5,2042,2048,68.3,98.9,0.366,0.399,0.527,49.1,59.9,7.3,5.3,0.488,17.6,28.3,0.262,1210,698,1650,0.423,214,658,0.325,432,604,0.715,287,966,418,150,57,414,570
117,High Point,31,15,16,0.484,-9.06,-6.28,9,9,8,8,7,7,2133,2136,66.8,101.4,0.376,0.307,0.535,51.2,53.1,8.7,9.4,0.49,16.9,29,0.279,1260,732,1693,0.432,196,520,0.377,473,636,0.744,307,1088,389,184,96,407,539
118,Hofstra,32,15,17,0.469,-2.35,-1.9,7,11,7,7,6,7,2473,2454,69,111.1,0.375,0.415,0.55,50.3,49.5,6.4,6.3,0.52,13.2,31.1,0.257,1290,846,1908,0.443,291,792,0.367,490,716,0.684,371,1164,419,142,82,341,544
119,Holy Cross,32,15,17,0.469,-5.26,-3.51,9,9,9,5,6,12,1932,1988,61.5,97.7,0.344,0.441,0.535,42.8,64.3,15.3,9.2,0.503,16.3,19.4,0.238,1285,663,1552,0.427,236,685,0.345,370,534,0.693,189,811,426,302,76,351,515
120,Houston Baptist,31,17,14,0.548,-7.3,-4.44,12,6,13,1,4,12,2441,2398,72.9,108,0.375,0.298,0.539,54.1,52.5,8.6,7,0.503,15.3,36.9,0.262,1240,871,1924,0.453,195,574,0.34,504,721,0.699,425,1199,457,195,81,410,597
121,Houston,32,21,11,0.656,12.2,3.42,12,6,12,4,6,5,2358,2077,65.8,111.6,0.286,0.358,0.546,50.5,47.8,8,10.7,0.517,12.7,31.9,0.205,1285,850,1902,0.447,268,681,0.394,390,544,0.717,362,1138,406,170,113,315,601
122,Howard,34,10,24,0.294,-16.97,-7.97,5,11,6,6,2,16,2163,2433,68.4,93,0.449,0.318,0.48,49.4,42.5,7.7,10.1,0.436,18.2,32.5,0.295,1360,723,1856,0.39,172,591,0.291,547,833,0.657,420,1257,307,179,126,500,636
123,Idaho State,31,5,26,0.161,-15.1,-3.37,3,15,4,7,1,16,2164,2486,70.2,98.6,0.379,0.386,0.537,44.4,42.6,10.2,6.7,0.504,16.6,21.3,0.259,1250,742,1708,0.434,237,660,0.359,443,648,0.684,225,921,316,224,73,400,578
124,Idaho,33,19,14,0.576,-5.34,-5.89,12,6,12,3,6,10,2412,2346,67.9,105.2,0.399,0.371,0.542,52.6,52.2,7.2,7.9,0.501,15.9,30.9,0.288,1350,809,1870,0.433,255,694,0.367,539,746,0.723,362,1213,422,164,81,421,697
125,Illinois-Chicago,36,17,19,0.472,-5.95,-3.63,7,11,10,8,5,9,2749,2754,74,102.2,0.399,0.353,0.547,52.1,55.8,7.3,11.1,0.509,19,32.2,0.283,1455,939,2113,0.444,272,746,0.365,599,843,0.711,422,1429,524,197,183,589,678
126,Illinois State,35,28,7,0.8,10.3,2.71,17,1,16,1,9,4,2418,2146,65.8,104.6,0.301,0.404,0.536,51.7,55.8,10.8,14.4,0.513,15.9,30.6,0.2,1405,865,1972,0.439,294,797,0.369,394,593,0.664,369,1293,483,250,170,427,620
127,Illinois,35,20,15,0.571,10.54,9.25,8,10,14,5,3,7,2508,2417,68.9,103.7,0.318,0.362,0.539,51.2,52.6,8.1,6.5,0.512,15.7,28.7,0.219,1405,898,2019,0.445,270,731,0.369,442,643,0.687,342,1217,472,197,83,433,641
128,Incarnate Word,29,12,17,0.414,-12.14,-5.62,7,11,10,5,2,12,2212,2320,73.3,103.6,0.452,0.372,0.563,45.7,49.2,7.9,10.4,0.527,16.6,22.6,0.314,1165,736,1617,0.455,233,601,0.388,507,731,0.694,229,950,362,168,136,391,583
129,Indiana State,31,11,20,0.355,-1.02,3.18,5,13,8,6,3,10,2170,2255,70.1,97.2,0.314,0.397,0.515,46.7,54.7,9.1,10.1,0.485,15.8,22.2,0.214,1275,762,1832,0.416,254,727,0.349,392,576,0.681,264,1111,417,204,126,396,660
130,Indiana,34,18,16,0.529,14.63,8.16,7,11,14,4,2,8,2711,2491,69.5,112.3,0.341,0.387,0.582,55.1,50.9,8.7,11.8,0.552,18.2,36.3,0.249,1390,959,2004,0.479,295,776,0.38,498,683,0.729,413,1328,488,209,157,517,682
131,Iona NCAA,35,22,13,0.629,1.08,-2.47,12,8,8,4,7,7,2813,2689,72.3,110,0.31,0.4,0.569,48.2,55.3,9.3,7.7,0.534,14.6,27,0.238,1415,979,2155,0.454,342,862,0.397,513,668,0.768,338,1250,541,239,108,421,669
132,Iowa State NCAA,35,24,11,0.686,20.51,11.94,12,6,12,3,5,6,2829,2529,70.6,112.5,0.276,0.393,0.572,47.7,53.6,10.8,8.9,0.55,12.6,25.6,0.194,1425,1031,2186,0.472,344,860,0.4,423,604,0.7,318,1219,553,272,124,355,557
133,Iowa,34,19,15,0.559,10.01,7.54,10,8,15,5,3,7,2738,2654,72.8,107.8,0.349,0.373,0.554,50.1,62.4,9.9,9.4,0.525,16,31.8,0.24,1395,964,2121,0.455,300,791,0.379,510,741,0.688,408,1306,602,252,130,472,608
134,Fort Wayne,33,20,13,0.606,0.38,-3.19,8,8,14,3,6,9,2869,2602,75.1,114,0.264,0.412,0.599,53.3,54.6,10.1,11,0.579,15.8,29.1,0.191,1340,1055,2127,0.496,352,876,0.402,407,561,0.725,334,1245,576,255,129,450,592
135,IUPUI,32,14,18,0.438,-4.29,-1.62,7,9,8,4,5,13,2500,2517,72,107.7,0.334,0.38,0.551,49.4,51.5,9.3,7.3,0.525,15,29.5,0.228,1290,883,1957,0.451,288,743,0.388,446,653,0.683,348,1104,455,217,87,401,655
136,Jackson State,32,14,18,0.438,-15.42,-11.55,10,8,10,4,4,13,2066,2142,65.9,97.2,0.333,0.392,0.48,51.5,48.9,9.3,8,0.443,15.3,34.3,0.224,1290,716,1860,0.385,217,730,0.297,417,619,0.674,425,1162,350,197,83,390,648
137,Jacksonville State NCAA,35,20,15,0.571,-2.85,-3.24,9,7,5,5,10,9,2434,2378,65.3,105.7,0.346,0.367,0.559,52.7,57.5,6.8,10.8,0.528,18,31.5,0.247,1410,857,1869,0.459,258,685,0.377,462,647,0.714,355,1244,493,157,134,477,628
138,Jacksonville,33,17,16,0.515,-10.21,-8.45,5,9,7,7,8,9,2557,2477,70.4,109.6,0.342,0.431,0.584,49.5,50.7,11.4,5.7,0.553,16.2,27.3,0.251,1325,878,1885,0.466,327,812,0.403,474,644,0.736,302,1081,445,265,63,424,620
139,James Madison,33,10,23,0.303,-5.64,-1.83,7,11,6,9,3,13,2194,2299,65.8,100,0.359,0.363,0.541,52.5,50,8.8,8.8,0.504,18.7,29.2,0.257,1335,770,1733,0.444,208,629,0.331,446,622,0.717,310,1133,385,194,89,467,665
140,Kansas State NCAA,35,21,14,0.6,14.8,10.48,8,10,11,5,5,6,2523,2372,67.5,106.4,0.412,0.363,0.56,49.2,60,11.4,10.3,0.527,16.8,29.5,0.286,1405,869,1883,0.461,247,683,0.362,538,775,0.694,330,1132,521,271,130,453,630
141,Kansas NCAA,36,31,5,0.861,23.53,12.23,16,2,14,1,10,1,2995,2588,71.4,115.4,0.36,0.359,0.583,53,54.5,9.6,11.2,0.561,15.1,33.9,0.244,1455,1071,2193,0.488,318,787,0.404,535,789,0.678,428,1393,584,250,162,456,639
142,Kennesaw State,32,14,18,0.438,-8.44,-5.97,7,7,8,5,6,13,2401,2456,71.5,105,0.308,0.256,0.542,51,56.8,7.1,7.4,0.515,16.3,31.3,0.213,1280,892,1932,0.462,206,495,0.416,411,595,0.691,358,1146,507,163,95,431,613
143,Kent State NCAA,36,22,14,0.611,0.88,-1.63,10,8,10,6,7,5,2772,2628,70.7,107,0.328,0.349,0.521,54,45.5,8.9,9.7,0.484,14.9,38.7,0.236,1465,986,2302,0.428,257,803,0.32,543,755,0.719,539,1454,449,230,134,465,685
144,Kentucky NCAA,38,32,6,0.842,23.88,10.49,16,2,15,2,7,3,3225,2716,74.3,113.8,0.409,0.316,0.564,53.2,51.6,8.1,13,0.529,13.4,33.2,0.288,1525,1134,2396,0.473,267,757,0.353,690,980,0.704,470,1512,585,229,200,443,716
145,La Salle,30,15,15,0.5,1.91,2.94,9,9,11,4,4,8,2266,2297,69.1,107.4,0.383,0.42,0.575,49.4,55.8,9.1,6,0.533,16.6,25.6,0.294,1220,761,1666,0.457,255,700,0.364,489,638,0.766,249,973,425,191,64,393,559
146,Lafayette,30,9,21,0.3,-14.68,-3.5,5,13,5,10,4,11,1995,2282,70.3,94.2,0.297,0.4,0.528,46.1,53.1,7,8.5,0.497,18.8,20,0.211,1205,712,1655,0.43,221,662,0.334,350,492,0.711,205,956,378,148,85,436,514
147,Lamar,34,19,15,0.559,-7.36,-7.93,10,8,12,3,6,11,2623,2434,70.7,108,0.411,0.37,0.555,50.6,53,11.2,7.5,0.526,16.1,31.9,0.275,1375,907,1977,0.459,265,732,0.362,544,813,0.669,389,1189,481,271,95,455,733
148,Lehigh,32,20,12,0.625,1.54,-3.3,12,6,12,2,8,10,2432,2261,70.4,106.7,0.324,0.385,0.589,51.7,54.5,9.4,8.5,0.555,17.9,23.4,0.251,1295,857,1788,0.479,270,689,0.392,448,580,0.772,232,1100,467,215,99,450,539
149,Liberty,35,21,14,0.6,-5.51,-6.16,14,4,14,5,7,8,2331,2220,64.3,102.5,0.342,0.497,0.561,45.6,58.2,10.1,6.6,0.525,14.9,15.7,0.254,1415,779,1787,0.436,319,888,0.359,454,612,0.742,173,990,453,229,65,363,670
150,Lipscomb,33,20,13,0.606,-1.55,-4.45,11,3,11,5,9,6,2804,2562,76,111.4,0.41,0.469,0.593,50.9,63.8,8.7,8.2,0.561,17.5,29.6,0.296,1325,939,1978,0.475,340,928,0.366,586,811,0.723,340,1213,599,218,104,500,702
151,Long Beach State,34,15,19,0.441,-5.98,-0.6,9,7,10,2,3,15,2549,2666,71.5,102.9,0.369,0.303,0.533,49.5,49.9,8,6.9,0.493,16.9,31.7,0.267,1385,895,2035,0.44,216,616,0.351,543,750,0.724,396,1212,447,199,92,488,682
152,Long Island University,32,20,12,0.625,-7.8,-8.51,13,5,8,5,9,6,2278,2218,68.5,102.8,0.385,0.289,0.522,54,43.6,8.4,9.2,0.485,17.4,36.8,0.264,1295,803,1846,0.435,184,534,0.345,488,710,0.687,423,1242,350,186,107,460,641
153,Longwood,30,6,24,0.2,-21.23,-6.16,3,15,5,9,1,15,2018,2408,71,94.7,0.293,0.342,0.533,44.7,43.9,8.2,10.3,0.501,19.4,21.8,0.214,1200,738,1660,0.445,186,568,0.327,356,487,0.731,218,922,324,175,124,456,539
154,Louisiana,33,21,12,0.636,-0.64,-3.28,10,8,12,4,8,7,2704,2518,73.3,111.4,0.415,0.333,0.559,54.2,50.3,9.6,7.1,0.524,15.4,36.7,0.288,1325,945,2022,0.467,231,673,0.343,583,839,0.695,442,1252,475,233,91,440,621
155,Louisiana-Monroe,33,9,24,0.273,-7.88,-2.56,2,16,6,8,2,12,2198,2299,66.1,98.6,0.26,0.372,0.511,50.4,54.4,6.9,6,0.487,16.7,29.7,0.174,1350,814,1916,0.425,237,713,0.332,333,498,0.669,347,1174,443,154,73,433,576
156,Louisiana State,31,10,21,0.323,0.53,8.69,2,16,8,8,1,10,2319,2572,73.2,102.2,0.316,0.309,0.532,49.4,46.5,8.2,9.4,0.502,17.2,30.9,0.22,1240,853,1893,0.451,196,584,0.336,417,599,0.696,355,1115,397,186,110,451,593
157,Louisiana Tech,33,23,10,0.697,5.2,-4.35,14,4,15,2,6,7,2557,2203,70.8,109.1,0.345,0.364,0.563,52.4,59.6,9.5,13.7,0.533,15.2,29.1,0.245,1325,911,1952,0.467,257,711,0.361,478,674,0.709,335,1244,543,223,176,407,519
158,Louisville NCAA,34,25,9,0.735,22.47,11.15,12,6,16,1,5,5,2628,2243,68.5,112,0.34,0.321,0.543,54.1,48.4,9.7,15.2,0.514,13.4,36.6,0.233,1370,952,2085,0.457,238,670,0.355,486,708,0.686,457,1343,461,227,186,374,652
159,Loyola (IL),32,18,14,0.563,5.15,1.02,8,10,13,3,3,9,2348,2137,66.9,108,0.31,0.379,0.584,49.2,55.6,10,6.7,0.56,15.8,22.1,0.219,1300,852,1754,0.486,259,665,0.389,385,543,0.709,218,1000,474,218,76,377,545
160,Loyola Marymount,30,15,15,0.5,-0.47,1.6,8,10,10,7,5,7,2113,2125,69,101.7,0.311,0.35,0.525,49.5,57,11,11.6,0.506,16.4,30.7,0.193,1205,779,1755,0.444,217,614,0.353,338,545,0.62,332,1022,444,228,120,395,610
161,Loyola (MD),33,16,17,0.485,-6.32,-3.6,8,10,10,4,6,11,2175,2249,67.2,97.3,0.397,0.3,0.511,51.3,51.1,10.7,9.6,0.47,18.9,33.1,0.275,1330,753,1791,0.42,177,538,0.329,492,711,0.692,381,1113,385,240,113,496,636
162,Maine,32,7,25,0.219,-16.33,-4.01,3,13,4,9,3,14,2069,2400,69.2,93.5,0.301,0.359,0.489,48.5,50.5,7.5,5.2,0.46,16.5,26.9,0.197,1280,746,1852,0.403,212,665,0.319,365,558,0.654,325,1122,377,165,63,419,562
163,Manhattan,32,10,22,0.313,-9.67,-2.61,5,15,7,7,3,13,2259,2485,71.8,96.5,0.41,0.351,0.521,49.8,46.4,9.6,8.7,0.474,19.7,30.8,0.299,1305,754,1813,0.416,209,636,0.329,542,743,0.729,355,1118,350,224,103,530,790
164,Marist,32,8,24,0.25,-12.33,-2.74,5,15,5,8,2,14,2223,2530,69.1,99.8,0.379,0.421,0.539,44.8,47,6.6,6.7,0.499,16.6,21.6,0.275,1290,749,1747,0.429,245,736,0.333,480,662,0.725,235,998,352,146,83,409,628
165,Marquette NCAA,32,19,13,0.594,15.26,8.6,10,8,14,3,4,6,2631,2418,71.1,115.2,0.31,0.415,0.607,49.6,57.1,10.1,9.3,0.576,15.5,27,0.242,1285,919,1888,0.487,336,783,0.429,457,585,0.781,280,1058,525,231,115,396,620
166,Marshall,35,20,15,0.571,0.18,-1.05,10,8,13,3,4,11,2997,2939,77.3,109.5,0.365,0.43,0.571,46.7,56.4,7.7,8.3,0.536,14.2,24.4,0.268,1415,1021,2237,0.456,356,962,0.37,599,816,0.734,325,1291,576,211,140,433,643
167,Maryland-Baltimore County,34,21,13,0.618,-3.84,-5.87,9,7,13,5,8,8,2759,2624,71.3,111.4,0.339,0.412,0.582,49.9,53,9,6.4,0.55,14.8,25.8,0.252,1390,957,2041,0.469,330,840,0.393,515,691,0.745,307,1199,507,224,80,411,625
168,Maryland-Eastern Shore,34,14,20,0.412,-13.77,-7.61,9,7,7,4,5,14,2424,2583,69.8,100.6,0.332,0.38,0.52,46.4,52.6,8,7.5,0.489,15.4,26.7,0.227,1380,854,2013,0.424,262,765,0.342,456,668,0.683,337,1142,449,193,89,425,665
169,Maryland NCAA,33,24,9,0.727,12.79,8.29,12,6,13,5,8,2,2438,2246,68.1,108.1,0.398,0.411,0.557,50.3,57.1,8,11.9,0.523,16.3,31.1,0.278,1325,827,1840,0.449,272,757,0.359,512,732,0.699,351,1173,472,180,154,426,613
170,Massachusetts-Lowell,31,11,20,0.355,-10.13,-6.4,5,11,8,6,2,14,2429,2517,73,106,0.311,0.363,0.58,49,56.4,7.5,5.4,0.551,18.5,27.2,0.228,1255,877,1825,0.481,258,662,0.39,417,567,0.735,280,1038,495,171,64,474,622
171,Massachusetts,33,15,18,0.455,1.63,1.66,4,14,11,7,3,10,2371,2372,73,98.5,0.346,0.407,0.525,49.3,62.5,10.4,13.2,0.497,17.8,28.1,0.228,1320,847,1939,0.437,234,789,0.297,443,671,0.66,333,1185,529,250,169,489,722
172,McNeese State,29,7,22,0.241,-14.28,-4.12,4,14,4,10,3,12,2043,2292,72.4,96.9,0.359,0.346,0.514,45,42.2,7.5,7.5,0.479,16.9,26,0.246,1165,715,1697,0.421,195,587,0.332,418,610,0.685,285,977,302,159,91,403,573
173,Memphis,32,19,13,0.594,6.47,3.19,9,9,14,4,4,7,2367,2262,70,104.9,0.367,0.318,0.523,50.2,59.6,9.8,13,0.489,14,31.6,0.25,1290,852,1926,0.442,181,613,0.295,482,706,0.683,373,1172,508,221,150,368,534
174,Mercer,32,15,17,0.469,-1.12,-0.92,9,9,8,7,6,7,2269,2184,63.5,110.4,0.324,0.393,0.554,54,55,6.5,7.5,0.512,15.2,35,0.253,1295,787,1774,0.444,244,698,0.35,449,574,0.782,367,1174,433,134,74,367,546
175,Miami (FL) NCAA,33,21,12,0.636,14.48,9.57,10,8,14,2,4,6,2278,2116,64.7,106.3,0.343,0.326,0.544,53,47.8,9.9,10.5,0.51,16.6,33.4,0.246,1325,813,1800,0.452,209,587,0.356,443,617,0.718,363,1176,389,213,125,417,513
176,Miami (OH),32,11,21,0.344,-8.16,-2.1,4,14,10,8,1,13,2249,2384,71.6,97.4,0.38,0.356,0.525,47.1,46.3,10.3,11.8,0.488,17.9,25.6,0.262,1290,787,1815,0.434,199,647,0.308,476,689,0.691,298,1091,364,238,125,467,642
177,Michigan State NCAA,35,20,15,0.571,13.67,10.5,10,8,14,2,2,7,2515,2404,68.2,105.1,0.335,0.38,0.563,52.6,65.3,6.3,11.9,0.54,18,29.1,0.224,1405,905,1927,0.47,273,732,0.373,432,646,0.669,328,1275,591,151,162,490,699
178,Michigan NCAA,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,63.8,116.5,0.301,0.451,0.601,47.9,52.6,9,7.4,0.57,12.8,24.5,0.234,1535,1002,2076,0.483,361,937,0.385,486,624,0.779,280,1111,527,220,108,348,571
179,Middle Tennessee NCAA,36,31,5,0.861,9.8,-0.48,17,1,13,2,11,2,2697,2299,66.4,112.4,0.304,0.299,0.567,53.9,54.4,10.1,8.3,0.543,13.6,30.7,0.212,1445,1014,2077,0.488,228,622,0.367,441,631,0.699,355,1273,552,242,100,374,655
180,Milwaukee,35,11,24,0.314,-7.37,-2.17,4,14,5,8,2,13,2347,2494,65.3,100.6,0.276,0.401,0.532,48.5,54.3,7,4.6,0.511,15.6,24.1,0.182,1430,860,1949,0.441,272,782,0.348,355,538,0.66,280,1107,467,164,53,409,641
181,Minnesota NCAA,34,24,10,0.706,14.56,8.82,11,7,17,3,5,5,2556,2361,70.3,104.6,0.396,0.299,0.528,50.5,57.2,7.9,15.9,0.487,14,29.6,0.281,1390,887,2037,0.435,209,610,0.343,573,806,0.711,378,1341,507,194,227,393,577
182,Mississippi State,32,16,16,0.5,7.12,5.9,6,12,10,7,2,8,2320,2281,70.8,102,0.339,0.385,0.54,48.9,47,10.5,10.7,0.511,16.8,27.2,0.233,1285,821,1849,0.444,247,711,0.347,431,627,0.687,310,1130,386,239,131,433,638
183,Mississippi Valley State,32,7,25,0.219,-20.54,-7.11,7,11,5,4,2,20,2235,2665,72.1,95.8,0.335,0.262,0.496,47,45.7,9.3,5.2,0.466,17,30.4,0.218,1295,818,1942,0.421,174,508,0.343,423,651,0.65,385,1108,374,218,60,460,624
184,Mississippi,36,22,14,0.611,9.65,7.99,10,8,13,6,6,6,2807,2747,73.4,105.4,0.428,0.377,0.539,52,50.9,9.1,11.3,0.488,16.5,33.8,0.322,1450,914,2162,0.423,283,815,0.347,696,926,0.752,458,1422,465,243,149,516,702
185,Missouri-Kansas City,35,18,17,0.514,-4.97,-1.06,8,6,12,5,4,10,2691,2753,74.5,102.9,0.374,0.408,0.55,47.9,49.5,9,7,0.515,17.3,27.6,0.267,1405,911,2076,0.439,315,848,0.371,554,777,0.713,353,1213,451,236,92,510,772
186,Missouri State,33,17,16,0.515,2.84,1.18,7,11,11,6,4,8,2403,2277,66.4,107.6,0.344,0.393,0.545,54.2,48.1,7.9,10.7,0.513,15.6,33.2,0.241,1345,838,1895,0.442,270,744,0.363,457,652,0.701,377,1212,403,176,127,406,585
187,Missouri,32,8,24,0.25,2.98,6.73,2,16,6,11,0,9,2213,2333,70.5,97.4,0.387,0.39,0.494,48.1,51.9,8.8,6.2,0.452,14.6,28.2,0.264,1290,744,1893,0.393,225,739,0.304,500,732,0.683,357,1168,386,200,68,384,647
188,Monmouth,34,27,7,0.794,4.94,-2.62,18,2,13,2,12,4,2761,2504,74.2,108.3,0.373,0.382,0.551,50.2,46.4,9.2,11.9,0.508,14.5,29.7,0.282,1375,929,2127,0.437,303,813,0.373,600,793,0.757,380,1310,431,235,155,425,697
189,Montana State,32,16,16,0.5,-6.14,-5.88,11,7,12,5,4,10,2561,2532,71.7,108.3,0.367,0.433,0.554,49.6,49.4,7.7,6.6,0.517,14.5,27.8,0.268,1320,857,1968,0.435,320,853,0.375,527,722,0.73,336,1167,423,181,74,393,732
190,Montana,32,16,16,0.5,-2.67,-4.02,11,7,8,5,7,8,2391,2348,68.7,107.8,0.33,0.355,0.55,50,49.3,8.2,7.9,0.512,13.7,28,0.249,1290,843,1879,0.449,238,667,0.357,467,621,0.752,310,1084,416,181,91,345,699
191,Morehead State,30,14,16,0.467,-3.6,-1.85,10,6,10,4,4,11,2370,2311,71.8,108.6,0.285,0.298,0.547,53.5,54.9,9.3,9.4,0.518,15.7,35.7,0.207,1215,878,1906,0.461,219,568,0.386,395,544,0.726,396,1129,482,202,95,404,633
192,Morgan State,30,14,16,0.467,-15.03,-11.2,11,5,9,5,5,10,2025,2121,70.3,95.2,0.38,0.302,0.478,50.8,46.6,8,8.9,0.43,16.6,34.8,0.27,1210,691,1793,0.385,159,541,0.294,484,681,0.711,424,1168,322,170,101,420,602
193,Mount St. Mary's NCAA,36,20,16,0.556,-4.29,-3.51,14,4,11,4,8,11,2446,2474,68.4,99.1,0.324,0.369,0.536,44.5,46,9,9.6,0.51,17.1,23,0.218,1445,877,1977,0.444,261,730,0.358,431,640,0.673,276,1082,403,222,142,472,640
194,Murray State,33,16,17,0.485,-3.06,-4.41,8,8,10,4,3,11,2639,2543,71.1,110.1,0.368,0.394,0.551,50.9,50.9,8.3,6.1,0.512,14.4,31.8,0.271,1350,899,2040,0.441,289,803,0.36,552,751,0.735,399,1243,458,198,75,403,659
195,Navy,32,16,16,0.5,-4.11,-3.92,10,8,11,5,5,9,2076,2055,64.9,99.5,0.359,0.385,0.51,54.2,58.9,10.9,7.1,0.482,18.6,37.2,0.23,1285,735,1740,0.422,206,670,0.307,400,624,0.641,424,1134,433,227,66,464,594
196,Omaha,32,18,14,0.563,-2.24,-1.11,9,7,8,4,8,9,2685,2673,76.2,108.8,0.405,0.388,0.571,48.7,49.4,10.6,8.6,0.529,15.9,28.4,0.303,1295,895,1972,0.454,297,765,0.388,598,799,0.748,338,1149,442,262,107,444,616
