Rk,School,G,TeamW,TeamL,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
289,Texas Tech NCAA,34,23,11,0.676,14.71,8.21,9,7,15,1,4,7,2490,2269,,,0.354,0.187,0.537,48.7,54.8,,6.1,0.496,15.5,,0.262,1365,922,1985,0.464,125,371,0.337,521,703,0.741,385,1153,505,278,117,424,562
290,Texas NCAA,33,25,8,0.758,18.52,8.4,12,4,15,1,6,3,2529,2195,,,0.355,0.298,0.529,54.5,49.4,,6.7,0.497,14,,0.241,1335,904,2046,0.442,227,610,0.372,494,726,0.68,517,1355,447,219,125,388,645
291,Toledo,31,20,11,0.645,2.23,0.97,12,6,11,1,8,9,2379,2340,,,0.374,0.321,0.563,48.8,54.8,,4.4,0.529,17.9,,0.269,1245,836,1794,0.466,225,576,0.391,482,671,0.718,342,1045,458,240,76,460,680
292,Towson,29,8,21,0.276,-10.09,-1.71,4,14,5,8,2,13,1772,2015,,,0.365,0.3,0.482,47.5,62.5,,7.3,0.444,19.6,,0.242,1165,618,1568,0.394,157,471,0.333,379,572,0.663,342,977,386,193,117,448,552
293,Troy,31,24,7,0.774,4.57,-5.7,18,2,10,2,10,4,2624,2253,,,0.259,0.482,0.555,48.9,58.6,,6.3,0.53,12.9,,0.186,1255,934,2104,0.444,364,1015,0.359,392,545,0.719,450,1173,547,354,119,349,446
294,Tulane,28,11,17,0.393,-3.16,1.92,4,12,11,7,0,9,1830,1947,,,0.356,0.31,0.491,50.4,61.3,,7.2,0.459,19.9,,0.23,1120,652,1594,0.409,160,494,0.324,366,568,0.644,378,1109,400,174,121,464,528
295,Tulsa,29,9,20,0.31,1.28,4.62,5,13,7,7,2,11,1982,2079,,,0.329,0.313,0.518,46.1,46.4,,6.5,0.49,17,,0.219,1180,724,1653,0.438,172,517,0.333,362,544,0.665,271,975,336,216,110,392,549
296,UCLA,28,11,17,0.393,3.35,6.82,7,11,9,6,1,9,1863,1960,,,0.351,0.256,0.529,51.1,57.9,,4.5,0.504,20.1,,0.225,,698,1510,0.462,127,386,0.329,340,530,0.642,312,965,404,127,73,442,516
297,Utah State,29,25,4,0.862,9.03,-1.43,17,1,15,1,10,2,2009,1684,,,0.417,0.3,0.6,55.5,62.7,,5.6,0.569,18.1,,0.3,1165,711,1397,0.509,168,419,0.401,419,582,0.72,307,952,446,153,85,370,416
298,Utah NCAA,33,24,9,0.727,11.37,4.53,9,5,15,1,6,5,2134,1893,,,0.341,0.31,0.563,56,55.5,,6.7,0.531,19.6,,0.247,,768,1630,0.471,196,506,0.387,402,556,0.723,355,1140,426,146,111,463,566
299,Valparaiso NCAA,31,18,13,0.581,-0.09,0.01,11,5,10,5,4,6,2217,2201,,,0.425,0.307,0.53,51.6,62,,5.4,0.487,19.3,,0.3,1250,765,1740,0.44,165,535,0.308,522,740,0.705,368,1183,474,210,97,500,692
300,Vanderbilt NCAA,33,23,10,0.697,15.7,7.58,8,8,15,2,4,6,2414,2146,,,0.352,0.382,0.552,50.4,64.3,,6.2,0.519,16.1,,0.25,1325,841,1873,0.449,263,716,0.367,469,660,0.711,367,1150,541,248,112,419,576
301,Vermont NCAA,31,22,9,0.71,-2.75,-6.36,15,3,10,2,10,5,2045,1933,,,0.317,0.355,0.511,51.8,60.9,,5.1,0.48,16.2,,0.215,1240,734,1739,0.422,203,617,0.329,374,551,0.679,360,1126,447,218,87,387,475
302,Villanova,35,18,17,0.514,10.04,8.25,6,10,8,7,6,7,2471,2404,,,0.383,0.352,0.553,52.1,57.7,,7.4,0.514,20.3,,0.279,1410,852,1890,0.451,239,666,0.359,528,724,0.729,421,1274,492,209,146,569,671
303,Virginia Commonwealth NCAA,31,23,8,0.742,6.8,-0.17,14,4,15,2,8,5,2202,1986,,,0.36,0.31,0.551,53.2,50.2,,6.8,0.536,20.3,,0.218,1250,811,1707,0.475,208,530,0.392,372,614,0.606,377,1159,407,209,120,510,549
304,VMI,28,6,22,0.214,-19.8,-5.57,4,12,6,6,0,13,1608,1942,,,0.321,0.319,0.474,47.3,59,,4.8,0.445,23,,0.203,1120,593,1471,0.403,123,469,0.262,299,472,0.633,288,909,350,206,77,507,484
305,Virginia Tech,29,15,14,0.517,3.29,4.36,7,9,11,4,3,8,1931,1962,,,0.384,0.27,0.48,49.3,54.9,,6.6,0.452,16.1,,0.23,1165,700,1702,0.411,140,460,0.304,391,653,0.599,415,1007,384,298,99,387,544
306,Virginia,31,18,13,0.581,9.07,9.65,6,10,14,4,3,8,2305,2323,,,0.404,0.319,0.534,46.4,55.9,,6.9,0.499,16.9,,0.276,1250,807,1811,0.446,192,578,0.332,499,732,0.682,357,1070,451,215,132,438,623
307,Wagner,29,13,16,0.448,-10.53,-7.13,10,8,5,7,6,9,1932,2024,,,0.405,0.328,0.503,54.1,50.8,,5.3,0.466,19.4,,0.266,1165,666,1612,0.413,171,528,0.324,429,653,0.657,394,1189,338,139,96,464,473
308,Wake Forest NCAA,31,21,10,0.677,18.45,11.03,9,7,12,4,5,5,2590,2360,,,0.447,0.33,0.576,52.2,55.2,,5.2,0.539,16.9,,0.318,1260,882,1854,0.476,236,611,0.386,590,829,0.712,417,1148,487,277,95,457,641
309,Washington State,29,13,16,0.448,2.98,5.05,7,11,5,5,6,8,1678,1730,,,0.296,0.368,0.502,48.1,56,,3.8,0.461,17.4,,0.222,,586,1466,0.4,181,540,0.335,325,434,0.749,280,844,328,176,51,352,504
310,Washington NCAA,31,19,12,0.613,9.46,6.43,12,6,11,3,6,7,2543,2449,,,0.412,0.298,0.556,49.9,56.3,,4.9,0.518,17.1,,0.294,1250,890,1911,0.466,201,569,0.353,562,788,0.713,382,1103,501,226,91,472,667
311,Weber State,29,15,14,0.517,-1.89,-2.15,7,7,8,5,5,8,1980,1927,,,0.442,0.306,0.55,52.1,50.8,,1.6,0.508,17.8,,0.313,,669,1489,0.449,176,455,0.387,466,658,0.708,299,952,340,141,24,389,522
312,West Virginia,31,17,14,0.548,6.08,6.28,7,9,10,4,4,7,2035,2041,,,0.342,0.402,0.537,45.6,63.6,,10,0.505,17.5,,0.237,1250,706,1631,0.433,236,656,0.36,387,557,0.695,287,968,449,229,176,402,473
313,Western Carolina,28,13,15,0.464,-7.17,-3.84,6,10,9,5,3,9,2092,1966,,,0.468,0.289,0.56,50.1,55.1,,3.3,0.514,21.5,,0.342,,710,1527,0.465,150,442,0.339,522,715,0.73,302,978,391,246,54,512,534
314,Western Illinois,28,3,25,0.107,-13.93,-1.15,1,15,3,10,0,14,1844,2204,,,0.435,0.357,0.534,45.1,61.7,,2.2,0.493,22.2,,0.304,1130,613,1430,0.429,183,510,0.359,435,622,0.699,235,829,378,173,37,493,501
315,Western Kentucky,28,15,13,0.536,1.63,-0.1,8,6,10,4,5,8,2137,1989,,,0.412,0.329,0.551,55.1,53.1,,4.2,0.531,18.1,,0.256,1135,762,1621,0.47,198,534,0.371,415,668,0.621,407,1085,405,180,64,428,575
316,Western Michigan NCAA,31,26,5,0.839,12.31,-0.11,15,3,13,0,8,4,2434,2049,,,0.397,0.318,0.556,54.2,56.1,,5,0.518,15.8,,0.286,,845,1840,0.459,217,585,0.371,527,731,0.721,449,1177,474,276,83,411,600
317,Wichita State,32,21,11,0.656,8.93,2.61,12,6,11,5,7,4,2297,2076,,,0.394,0.344,0.566,54,66.9,,4.2,0.526,19.2,,0.292,1290,791,1709,0.463,216,588,0.367,499,674,0.74,336,1207,529,179,77,481,615
318,William & Mary,28,7,21,0.25,-5.76,-0.76,4,14,5,7,1,13,2007,2147,,,0.395,0.346,0.526,51.8,63.6,,3.4,0.488,18.7,,0.275,1130,695,1605,0.433,175,556,0.315,442,634,0.697,359,1033,442,173,57,439,547
319,Winthrop,28,16,12,0.571,-6.28,-6.62,10,6,10,4,5,7,1856,1782,,,0.37,0.32,0.522,51.8,55.4,,9,0.485,18.4,,0.258,1125,655,1512,0.433,156,484,0.322,390,560,0.696,347,953,363,246,124,401,538
320,Wisconsin NCAA,32,25,7,0.781,18.96,7.49,12,4,15,0,5,6,2190,1823,,,0.405,0.334,0.544,52,56.4,,5.6,0.503,13.7,,0.292,1290,754,1687,0.447,190,564,0.337,492,684,0.719,347,1049,425,220,90,320,493
321,Wofford,29,9,20,0.31,-12.31,-1.92,4,12,6,6,2,13,2118,2266,,,0.341,0.377,0.534,47.7,62,,6.4,0.516,21.1,,0.211,1175,765,1705,0.449,229,643,0.356,359,582,0.617,329,1007,474,238,112,529,602
322,Wright State,28,14,14,0.5,-2.1,-0.95,10,6,8,6,6,8,1857,1890,,,0.393,0.274,0.531,50.1,48.9,,1.9,0.492,16.9,,0.276,,657,1474,0.446,136,404,0.337,407,580,0.702,277,943,321,126,30,357,488
323,Wyoming,28,11,17,0.393,5.52,4.55,4,10,10,5,0,11,1959,1932,,,0.395,0.319,0.526,51.5,47.6,,6.2,0.491,18.3,,0.266,1125,687,1569,0.438,168,501,0.335,417,619,0.674,350,1028,327,161,99,418,544
324,Xavier NCAA,37,26,11,0.703,13.84,5.84,10,6,13,3,6,6,2635,2339,,,0.378,0.367,0.543,51.6,54.4,,4.2,0.51,15.9,,0.26,1485,908,2058,0.441,284,756,0.376,535,777,0.689,439,1327,494,252,87,459,619
325,Yale,27,12,15,0.444,-4.05,-2.51,7,7,7,4,3,10,1788,1798,,,0.322,0.295,0.544,50.3,60.8,,6.8,0.519,19.9,,0.215,1100,668,1426,0.468,145,420,0.345,307,459,0.669,255,882,406,184,98,408,490
326,Youngstown State,28,8,20,0.286,-6.67,0.37,4,12,7,6,1,14,1876,2029,,,0.433,0.243,0.52,48.7,57.4,,5.3,0.48,20.4,,0.294,,655,1497,0.438,126,364,0.346,440,648,0.679,323,920,376,218,80,462,613
