Rk,School,G,TeamW,TeamL,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
98,Fordham,31,9,22,0.29,-6.74,1.26,4,14,8,9,1,10,1931,2179,66.8,92.4,0.269,0.468,0.51,42.6,60.5,13.5,6.4,0.479,16.9,18.7,0.19,1250,692,1680,0.412,227,787,0.288,320,452,0.708,198,884,419,283,74,386,491
99,Fresno State,32,21,11,0.656,8.17,1.84,11,7,12,5,8,5,2459,2201,68.5,110.9,0.378,0.304,0.578,51.9,46.9,9.8,9.3,0.55,15.3,28.2,0.262,1295,885,1805,0.49,216,548,0.394,473,682,0.694,293,1082,415,217,104,384,626
100,Furman,33,23,10,0.697,4.43,-3.64,13,5,13,3,7,6,2619,2260,70.5,112.1,0.278,0.474,0.577,50.1,55.8,11.3,6,0.554,14.4,27.5,0.198,1325,942,2006,0.47,338,950,0.356,397,557,0.713,316,1157,526,265,72,382,531
101,Gardner-Webb,32,14,18,0.438,-9.68,-3.79,9,9,11,2,3,13,2258,2307,69.1,100.6,0.284,0.365,0.538,50.7,50.5,8.7,8.5,0.508,17.2,26.8,0.204,1300,822,1850,0.444,236,676,0.349,378,526,0.719,298,1141,415,195,92,437,568
102,George Mason,33,16,17,0.485,-2.99,0.83,9,9,10,7,5,7,2371,2497,69.6,101.4,0.318,0.362,0.529,50.8,44.9,8.6,8,0.491,15.9,27.9,0.236,1345,841,1949,0.432,230,705,0.326,459,619,0.742,329,1213,378,200,96,425,541
103,George Washington,33,15,18,0.455,-0.72,2.13,7,11,13,5,1,10,2225,2319,66.3,101.8,0.289,0.301,0.526,50.8,52.9,8.6,13.1,0.495,16.5,31.7,0.205,1320,832,1861,0.447,180,561,0.321,381,537,0.709,350,1120,440,189,163,419,486
104,Georgetown,30,15,15,0.5,7.16,5.29,5,13,11,8,4,6,2350,2294,71.7,106.2,0.383,0.351,0.564,53.3,65.3,7.4,9.8,0.518,18,31.1,0.297,1235,800,1763,0.454,226,618,0.366,524,676,0.775,325,1151,522,164,110,458,531
105,Georgia Southern,33,21,12,0.636,-0.54,-3.28,11,7,10,3,8,7,2504,2315,70.5,107.2,0.396,0.394,0.529,49.5,38.9,9.7,10.4,0.497,13.6,31.1,0.263,1325,857,1992,0.43,267,784,0.341,523,789,0.663,402,1248,333,227,120,372,633
106,Georgia State NCAA,35,24,11,0.686,3.23,-2.78,12,6,11,3,9,6,2614,2356,68,108.7,0.303,0.413,0.562,47.7,48.6,10.6,15.1,0.54,14.5,25.6,0.205,1415,937,2033,0.461,323,839,0.385,417,615,0.678,303,1182,455,256,160,395,639
107,Georgia Tech,32,13,19,0.406,5.25,7.47,6,12,12,7,1,10,2101,2172,66.5,98.4,0.348,0.277,0.509,50,54.3,10.3,14.3,0.469,16.6,30.8,0.248,1285,753,1770,0.425,156,490,0.318,439,616,0.713,334,1084,409,221,171,411,533
108,Georgia,33,18,15,0.545,10.24,8.87,7,11,11,4,4,9,2247,2202,65.3,102.7,0.401,0.346,0.517,53.6,52.4,5.8,12.7,0.475,16.2,34.8,0.281,1340,767,1825,0.42,201,632,0.318,512,732,0.699,406,1301,402,126,156,420,533
109,Gonzaga NCAA,37,32,5,0.865,18.43,2.59,17,1,15,1,10,1,3091,2505,69.8,118,0.321,0.394,0.593,56,50.1,8.9,9.6,0.57,13.9,32.4,0.227,1500,1125,2261,0.498,328,891,0.368,513,725,0.708,405,1477,564,234,134,420,631
110,Grambling,31,17,14,0.548,-12.97,-10.3,13,5,6,4,11,10,2257,2321,73.8,97.8,0.415,0.254,0.509,50.7,44,10.4,9.7,0.461,17.7,31.9,0.295,1250,777,1852,0.42,154,470,0.328,547,769,0.711,377,1193,342,239,113,477,674
111,Grand Canyon,34,22,12,0.647,3.76,-4.81,9,5,16,3,3,7,2512,2213,70.4,104.2,0.394,0.391,0.531,51.4,63.2,8.8,10.1,0.492,16,31.4,0.277,1370,855,1992,0.429,251,779,0.322,551,785,0.702,403,1310,540,211,134,450,685
112,Green Bay,33,13,20,0.394,-8.51,-4.08,7,11,10,6,2,13,2517,2499,74.1,102.2,0.331,0.401,0.537,48.7,53.4,9.2,7.8,0.497,16.2,26.3,0.249,1330,859,2027,0.424,295,813,0.363,504,670,0.752,334,1241,459,226,100,453,635
113,Hampton,34,18,16,0.529,-8.85,-9.57,11,4,11,3,5,11,2703,2603,75,105.2,0.335,0.289,0.537,50.9,53.4,7.1,8.9,0.492,14.9,29.6,0.26,1370,970,2173,0.446,198,627,0.316,565,727,0.777,385,1372,518,183,123,440,672
114,Hartford,33,19,14,0.576,-5.54,-5.26,11,5,9,7,9,6,2326,2318,67.7,103.7,0.309,0.426,0.551,48.9,51.9,8.9,11.2,0.527,16,24.9,0.21,1325,835,1840,0.454,270,783,0.345,386,569,0.678,274,1100,433,200,123,402,601
115,Harvard,32,18,14,0.563,-0.28,-1.7,12,2,10,2,6,11,2182,2129,66.5,100.6,0.288,0.411,0.541,52,53.1,8,11.4,0.503,18.1,26.7,0.224,1305,764,1775,0.43,257,729,0.353,397,512,0.775,284,1115,406,173,118,445,575
116,Hawaii,30,17,13,0.567,-2.32,-2.5,8,8,13,7,4,5,2104,2071,68.9,100.5,0.411,0.376,0.54,50.8,59.4,8.1,5.7,0.504,17.1,26.7,0.282,1215,721,1630,0.442,202,613,0.33,460,670,0.687,267,995,428,169,59,402,584
117,High Point,30,14,16,0.467,-6.74,-6.37,9,9,11,4,3,11,2126,1993,67.1,105.1,0.348,0.27,0.54,51.6,45.5,11,8.5,0.507,16,31.7,0.244,1205,775,1691,0.458,163,456,0.357,413,588,0.702,322,1039,353,222,82,375,545
118,Hofstra,31,19,12,0.613,-0.53,-1.6,12,6,9,4,9,4,2464,2397,70.3,112.6,0.367,0.371,0.562,51.4,47.6,7.1,7,0.534,13.2,30.8,0.251,1245,868,1868,0.465,260,693,0.375,468,686,0.682,339,1103,413,156,83,334,576
119,Holy Cross,31,12,19,0.387,-9.93,-5.83,8,10,6,7,6,10,1972,2099,63.7,99,0.296,0.397,0.551,45,58.1,9.7,11.4,0.526,17.6,19.3,0.205,1250,724,1569,0.461,203,623,0.326,321,465,0.69,178,880,421,193,105,381,537
120,Houston Baptist,31,6,25,0.194,-16.14,-3.96,2,16,5,8,1,16,2382,2617,75.6,100.8,0.345,0.329,0.497,50.9,50.2,8.7,7.5,0.471,15.5,35.3,0.215,1250,860,2058,0.418,219,677,0.323,443,710,0.624,471,1219,432,206,90,438,605
121,Houston NCAA,35,27,8,0.771,15.99,4.16,14,4,15,0,6,5,2685,2271,68.5,111.9,0.326,0.372,0.563,54.6,53,9.1,9,0.533,14.9,33.4,0.234,1400,952,2066,0.461,297,768,0.387,484,674,0.718,404,1352,505,218,106,418,737
122,Howard,33,10,23,0.303,-17.26,-9.75,7,9,7,4,2,18,2449,2654,71.3,102.1,0.345,0.387,0.527,46.8,48.1,7.4,7.3,0.491,16,29.3,0.244,1345,847,1997,0.424,268,772,0.347,487,688,0.708,369,1153,407,178,93,442,676
123,Idaho State,30,14,16,0.467,-5.77,-3.7,9,9,9,5,5,10,2211,2232,70.9,104,0.362,0.389,0.575,48,45.5,7.9,6.1,0.552,17.5,21.1,0.246,1200,778,1639,0.475,252,637,0.396,403,594,0.678,202,962,354,169,72,408,525
124,Idaho,31,22,9,0.71,0.82,-3.94,14,4,11,2,9,4,2330,2134,68,110.1,0.323,0.388,0.577,54.8,56,6.4,7.8,0.547,16.9,31.3,0.237,1245,819,1749,0.468,277,679,0.408,415,565,0.735,307,1138,459,135,80,411,553
125,Illinois-Chicago,36,20,16,0.556,-2.91,-4.21,12,6,11,7,9,8,2708,2597,73.6,101.8,0.363,0.33,0.546,50.9,47.4,9.2,16.1,0.507,18,28.7,0.267,1445,951,2115,0.45,242,697,0.347,564,768,0.734,368,1384,451,244,242,544,687
126,Illinois State,33,18,15,0.545,1.08,3.67,10,8,11,3,3,10,2364,2418,69.4,101,0.334,0.461,0.532,47.6,57.6,9.2,11.2,0.503,16.5,25.8,0.228,1350,813,1917,0.424,301,883,0.341,437,640,0.683,315,1171,468,216,131,438,677
127,Illinois,32,14,18,0.438,8.5,7.53,4,14,12,6,1,10,2426,2362,70.8,105.8,0.335,0.362,0.537,49.8,51.6,10.5,6.3,0.5,15.8,34.1,0.245,1295,856,1949,0.439,236,705,0.335,478,653,0.732,398,1053,442,240,69,425,720
128,Incarnate Word,28,7,21,0.25,-17.71,-5.04,2,16,6,9,1,12,1978,2163,72.5,97.4,0.402,0.315,0.53,47.6,46.3,8.3,12.3,0.481,19.2,28.2,0.3,1120,671,1566,0.428,166,493,0.337,470,630,0.746,279,976,311,169,143,442,521
129,Indiana State,31,13,18,0.419,1.54,2.43,8,10,8,7,5,7,2248,2253,70.1,100.6,0.357,0.415,0.533,51.1,47.2,10.4,9.7,0.498,17.4,28.1,0.252,1275,762,1803,0.423,270,748,0.361,454,644,0.705,321,1124,360,233,105,445,614
130,Indiana,31,16,15,0.516,9.89,8.25,9,9,12,6,3,8,2229,2178,67.5,105.2,0.364,0.341,0.538,51,54,9.4,12.1,0.511,15.7,31.8,0.239,1255,806,1767,0.456,194,602,0.322,423,644,0.657,345,1099,435,199,134,386,561
131,Iona NCAA,34,20,14,0.588,0.76,-2.19,11,7,8,3,7,8,2702,2602,71.5,109.1,0.302,0.408,0.569,47.2,56.6,9.2,7.6,0.539,14.3,24.3,0.223,1385,957,2076,0.461,324,846,0.383,462,626,0.738,290,1146,542,229,103,395,587
132,Iowa State,31,13,18,0.419,6.88,9.49,4,14,9,7,0,10,2258,2339,69.6,103.9,0.298,0.349,0.529,49.5,51.8,6.9,11.1,0.499,14.7,29.6,0.209,1250,817,1870,0.437,234,653,0.358,390,557,0.7,338,1134,423,149,129,369,508
133,Iowa,33,14,19,0.424,8.13,7.13,4,14,9,6,1,10,2630,2597,71,111.4,0.354,0.34,0.57,53.5,63.6,7.3,10.3,0.543,16,34.1,0.246,1330,946,1975,0.479,252,672,0.375,486,699,0.695,391,1258,602,172,134,441,548
134,Purdue-Fort Wayne,33,18,15,0.545,-1.49,-3.24,7,7,13,3,4,10,2716,2535,74.6,109.9,0.315,0.446,0.57,49.6,50.8,10.7,8.8,0.541,14.1,26.1,0.227,1325,953,2073,0.46,339,925,0.366,471,654,0.72,315,1157,484,264,110,391,538
135,IUPUI,30,11,19,0.367,-9.82,-3.53,8,10,9,4,2,14,2047,2180,68.7,98.9,0.324,0.348,0.515,50,52.7,9.9,10.2,0.486,17.7,31.7,0.216,1205,731,1723,0.424,213,600,0.355,372,559,0.665,347,1022,385,205,103,427,562
136,Jackson State,32,12,20,0.375,-17.66,-10.49,9,9,9,2,2,17,1991,2161,65.4,94,0.259,0.377,0.462,47.5,49,11.1,8.8,0.434,14.6,31,0.169,1295,714,1921,0.372,238,724,0.329,325,497,0.654,401,1087,350,235,89,368,651
137,Jacksonville State,36,23,13,0.639,-0.3,-4.87,11,7,12,4,9,8,2587,2369,67.9,105.1,0.314,0.311,0.538,54,56.8,8.9,14.9,0.507,16.3,32.8,0.224,1450,954,2091,0.456,211,650,0.325,468,657,0.712,406,1371,542,220,176,469,624
138,Jacksonville,33,15,18,0.455,-13.39,-6.12,8,6,10,6,3,12,2405,2482,72.4,98.8,0.312,0.302,0.525,49.2,46.3,9.3,8.9,0.501,17.1,27.3,0.205,1345,897,1993,0.45,202,601,0.336,409,622,0.658,330,1180,415,226,112,472,536
139,James Madison,32,10,22,0.313,-5.47,-2.15,6,12,7,7,3,11,2341,2414,69.4,103,0.345,0.36,0.52,49.8,47.8,10,9.5,0.48,14.5,29.8,0.251,1310,812,1933,0.42,231,695,0.332,486,667,0.729,361,1148,388,228,104,383,670
140,Kansas State NCAA,37,25,12,0.676,12.84,8.74,10,8,14,3,6,5,2630,2478,66.6,106.3,0.338,0.368,0.56,47.4,54.4,11.9,9.3,0.525,15.3,25.5,0.248,1485,937,2025,0.463,254,745,0.341,502,684,0.734,299,1136,510,294,110,423,684
141,Kansas NCAA,39,31,8,0.795,21.39,11.87,13,5,14,3,8,3,3174,2803,70.3,115.3,0.27,0.412,0.594,50.3,55.7,9.2,10.9,0.575,14.6,28.8,0.191,1565,1165,2366,0.492,391,974,0.401,453,640,0.708,372,1388,649,254,160,456,597
142,Kennesaw State,30,10,20,0.333,-11.17,-4.31,6,8,8,6,2,14,2182,2328,71.4,101.4,0.337,0.247,0.531,48.3,55.4,10,7.8,0.5,16.6,29.5,0.233,1205,805,1771,0.455,160,438,0.365,412,597,0.69,306,987,446,216,93,409,540
143,Kent State,34,17,17,0.5,-3.72,-1.75,9,9,13,3,2,11,2482,2502,70.3,103.2,0.325,0.382,0.525,50.5,45.1,8.4,9.7,0.487,15.7,31.7,0.237,1370,871,2049,0.425,255,782,0.326,485,666,0.728,390,1220,393,201,122,442,638
144,Kentucky NCAA,37,26,11,0.703,17.24,10.73,10,8,16,2,4,6,2840,2599,69.8,109.6,0.44,0.258,0.555,53.6,49,8,13.7,0.518,15.8,35.3,0.307,1485,998,2115,0.472,195,546,0.357,649,930,0.698,439,1431,489,208,176,480,702
145,La Salle,32,13,19,0.406,1.7,2.54,7,11,10,4,2,10,2333,2360,69,102.8,0.31,0.373,0.534,49.7,50.2,8.3,7.3,0.49,14.6,25.5,0.244,1315,817,1905,0.429,234,710,0.33,465,591,0.787,292,1124,410,189,90,374,546
146,Lafayette,31,10,21,0.323,-9.78,-6.04,7,11,8,6,2,14,2207,2307,68.9,102.9,0.297,0.414,0.566,48.5,49.7,6.1,8.8,0.532,17.4,21.1,0.228,1245,777,1709,0.455,263,708,0.371,390,507,0.769,210,1026,386,131,103,411,515
147,Lamar,33,19,14,0.576,-5.19,-7.22,11,7,11,4,8,7,2500,2296,71.1,105,0.374,0.37,0.524,51.4,51.4,11.8,6.4,0.494,15.3,32.7,0.245,1340,873,2026,0.431,257,750,0.343,497,757,0.657,425,1246,449,281,75,430,654
148,Lehigh,30,16,14,0.533,-6.42,-5.66,11,7,9,6,7,8,2336,2333,71,107,0.26,0.391,0.563,49.9,51.3,8.4,5.1,0.532,15.5,25.4,0.202,1230,835,1845,0.453,293,721,0.406,373,480,0.777,269,1074,428,184,53,380,553
149,Liberty,37,22,15,0.595,-2.67,-6.23,9,9,13,7,7,6,2621,2353,64.2,108.2,0.339,0.413,0.579,53.1,58,9,9.1,0.539,16.2,23.8,0.268,1510,899,1948,0.461,300,805,0.373,523,660,0.792,269,1239,521,218,94,438,613
150,Lipscomb NCAA,33,23,10,0.697,-2.1,-3.8,10,4,13,2,10,7,2708,2564,77,105,0.405,0.399,0.557,52.2,56,8.4,8,0.518,16.9,28.3,0.291,1340,924,2040,0.453,267,813,0.328,593,826,0.718,346,1276,517,216,102,493,656
151,Long Beach State,33,15,18,0.455,-3.75,0.89,9,7,8,5,6,10,2485,2586,72.3,103.4,0.399,0.291,0.545,51.2,48.4,9.1,8.9,0.503,18,32.6,0.291,1330,866,1917,0.452,196,558,0.351,557,765,0.728,382,1195,419,218,119,501,592
152,Long Island University NCAA,35,18,17,0.514,-8.61,-8.19,10,8,12,4,5,11,2696,2674,72.9,105.3,0.382,0.397,0.555,51,47.3,7.6,7.6,0.523,17,29.6,0.266,1405,935,2055,0.455,279,815,0.342,547,786,0.696,367,1327,442,194,111,496,687
153,Longwood,33,7,26,0.212,-18.31,-4.31,3,15,5,11,2,13,2088,2445,69.7,90.8,0.335,0.392,0.511,46.2,44.9,9.5,9.1,0.477,20.2,23,0.23,1320,728,1764,0.413,226,691,0.327,406,591,0.687,263,1070,327,218,103,516,575
154,Louisiana,34,27,7,0.794,7.58,-2.54,16,2,14,1,10,4,2829,2408,72.7,114.1,0.37,0.391,0.575,54.7,60.9,10.3,11.1,0.535,15.6,36.1,0.282,1365,971,2093,0.464,297,818,0.363,590,775,0.761,435,1325,591,255,147,455,648
155,Louisiana-Monroe,32,16,16,0.5,-6.27,-3.31,9,9,12,4,3,11,2235,2187,67.1,103.3,0.243,0.43,0.538,49.3,55,9.6,4.1,0.513,15.5,26.9,0.174,1290,811,1863,0.435,288,801,0.36,325,453,0.717,294,1077,446,207,42,380,535
156,Louisiana State,33,18,15,0.545,10.93,8.03,8,10,14,4,3,8,2559,2463,69.4,111.3,0.326,0.402,0.575,49.4,51,11,9.7,0.545,14.7,29.2,0.238,1325,916,1926,0.476,268,774,0.346,459,628,0.731,317,1101,467,252,110,382,585
157,Louisiana Tech,33,17,16,0.515,1.33,-0.12,7,11,11,5,2,10,2468,2331,69.2,107.7,0.371,0.408,0.559,49.6,56.1,8.6,10.4,0.523,15.5,27.5,0.269,1325,838,1877,0.446,287,765,0.375,505,697,0.725,313,1137,470,196,132,405,568
158,Louisville,36,22,14,0.611,14.3,9.08,9,9,16,6,4,7,2721,2533,69.7,106.9,0.319,0.352,0.552,49.7,50.5,9.9,15,0.518,14.7,28.6,0.235,1460,969,2140,0.453,280,754,0.371,503,683,0.736,358,1317,489,251,217,425,585
159,Loyola (IL) NCAA,38,32,6,0.842,10.38,1.81,15,3,14,1,9,4,2721,2377,66,108.4,0.319,0.357,0.602,51.3,59.7,9.6,6.8,0.577,17.3,21.8,0.231,1520,995,1963,0.507,277,700,0.396,454,626,0.725,229,1222,594,241,90,472,528
160,Loyola Marymount,31,11,20,0.355,-4.38,1.09,5,13,7,7,3,12,2226,2369,67.8,105.1,0.327,0.317,0.531,50.4,54.7,10.2,7.1,0.498,16.3,34.4,0.232,1250,803,1813,0.443,200,574,0.348,421,593,0.71,377,1011,439,216,72,407,607
161,Loyola (MD),31,9,22,0.29,-12.72,-5.25,6,12,8,6,1,16,2154,2326,69.7,98.5,0.334,0.28,0.511,50.3,45.2,10,8.9,0.483,16.4,29.4,0.218,1255,797,1820,0.438,163,509,0.32,397,608,0.653,332,1076,360,218,97,414,614
162,Maine,32,6,26,0.188,-14.64,-3.28,3,13,4,8,2,16,2140,2408,71.6,92.3,0.298,0.398,0.5,47.8,49.4,8.9,8.3,0.468,18.8,25.5,0.206,1295,765,1873,0.408,225,745,0.302,385,559,0.689,304,1131,378,206,94,496,624
163,Manhattan,31,14,17,0.452,-5.05,-4.15,9,9,8,3,5,8,2147,2175,67.5,101,0.376,0.36,0.548,49.6,58.8,8.7,11.4,0.516,19.8,31,0.261,1260,737,1661,0.444,239,598,0.4,434,625,0.694,319,1030,433,186,121,482,616
164,Marist,31,6,25,0.194,-12.48,-3.57,4,14,4,9,2,10,2239,2515,71.5,99.5,0.358,0.469,0.56,47.8,48.5,5.8,6.4,0.527,19.6,22.6,0.256,1260,761,1710,0.445,280,802,0.349,437,612,0.714,233,1041,369,130,77,488,547
165,Marquette,35,21,14,0.6,12.5,9.7,9,9,13,7,5,5,2846,2748,70.4,114.3,0.288,0.444,0.601,49,55.7,8.6,9.6,0.568,15.4,27.5,0.232,1415,989,2081,0.475,385,924,0.417,483,600,0.805,314,1114,551,214,128,431,679
166,Marshall NCAA,36,25,11,0.694,4.21,0.44,12,6,15,2,6,8,3017,2849,76.4,108.6,0.335,0.453,0.583,46.7,59,9.1,12.7,0.548,15.5,22.2,0.256,1455,1042,2232,0.467,362,1012,0.358,571,747,0.764,288,1287,615,252,209,476,617
167,Maryland-Baltimore County NCAA,36,25,11,0.694,-2.02,-3.84,12,4,15,2,9,7,2630,2466,69.2,105.6,0.307,0.45,0.55,49.1,59.1,10.8,7.3,0.531,15.5,26.8,0.198,1440,926,2088,0.443,364,940,0.387,414,641,0.646,347,1245,547,269,87,440,592
168,Maryland-Eastern Shore,32,7,25,0.219,-24.63,-7.57,3,13,6,5,0,18,1992,2473,67.6,92.1,0.294,0.393,0.474,45.8,48.9,7,5,0.441,16.6,28.1,0.198,1280,710,1844,0.385,206,725,0.284,366,542,0.675,347,1065,347,151,57,417,548
169,Maryland,32,19,13,0.594,13.78,7.94,8,10,15,3,2,8,2338,2140,66.6,109.4,0.38,0.364,0.584,53.6,55.7,6.5,11.6,0.546,17.9,31.6,0.287,1285,811,1696,0.478,229,617,0.371,487,645,0.755,305,1149,452,138,137,438,512
170,Massachusetts-Lowell,30,12,18,0.4,-9.54,-5.78,6,10,9,7,3,11,2286,2356,72.1,105.3,0.401,0.361,0.558,47,55,9.7,7.2,0.523,16.5,26.7,0.284,1205,791,1719,0.46,215,621,0.346,489,690,0.709,282,969,435,210,86,405,538
171,Massachusetts,33,13,20,0.394,-1.66,1.1,5,13,11,6,1,11,2374,2465,67.3,104.4,0.251,0.382,0.553,48.9,58.7,7,7.7,0.525,16.5,27.2,0.187,1350,861,1918,0.449,293,732,0.4,359,481,0.746,300,1084,505,159,98,423,595
172,McNeese State,29,12,17,0.414,-12.06,-6.1,8,10,7,5,5,12,2184,2209,73.3,101.9,0.33,0.334,0.528,50.6,41.9,7.3,10.6,0.494,16.8,30.9,0.234,1170,780,1787,0.436,205,597,0.343,419,590,0.71,339,1144,327,156,133,416,505
173,Memphis,34,21,13,0.618,1.8,2.16,10,8,14,5,5,5,2408,2420,66.3,105.3,0.436,0.346,0.545,51.1,53.5,8.8,11.3,0.507,17.4,35.1,0.301,1380,828,1832,0.452,201,634,0.317,551,798,0.69,391,1166,443,201,129,467,583
174,Mercer,34,19,15,0.559,-0.87,-3.5,11,7,11,3,7,9,2561,2373,65.8,112.8,0.367,0.404,0.588,54.1,55.8,8,5.7,0.551,16.3,31.1,0.279,1380,878,1854,0.474,288,749,0.385,517,680,0.76,325,1176,490,182,55,424,582
175,Miami (FL) NCAA,32,22,10,0.688,12.83,6.96,11,7,11,3,8,4,2361,2173,67.8,107.9,0.291,0.36,0.551,50.6,48.5,9.6,11,0.531,14.6,29.1,0.192,1290,875,1881,0.465,247,678,0.364,362,547,0.662,317,1113,424,210,130,367,518
176,Miami (OH),34,16,18,0.471,-3.56,-1.15,8,10,9,5,6,11,2449,2404,68.8,102.5,0.273,0.438,0.54,51.2,51.1,10.8,7,0.517,16.7,27.9,0.187,1390,886,2006,0.442,301,878,0.343,376,548,0.686,336,1232,453,257,88,453,569
177,Michigan State NCAA,35,30,5,0.857,22.41,7.1,16,2,16,1,8,1,2807,2271,68.2,117.2,0.359,0.363,0.601,57.6,67.6,6,18.5,0.569,16.4,36.8,0.268,1405,991,1996,0.496,290,725,0.4,535,716,0.747,401,1439,670,143,251,459,640
178,Michigan NCAA,41,33,8,0.805,19.03,9.41,13,5,15,1,6,5,3019,2596,65.9,110.8,0.307,0.433,0.564,50.3,53.6,9.6,8.1,0.545,12.4,24.9,0.203,1655,1092,2335,0.468,361,1011,0.357,474,717,0.661,336,1367,585,261,126,379,643
179,Middle Tennessee,33,25,8,0.758,10.29,2.83,16,2,12,2,12,2,2479,2188,67.8,109.9,0.306,0.339,0.565,54.1,51.9,8.9,7.1,0.534,15.9,31.2,0.227,1330,902,1914,0.471,241,648,0.372,434,585,0.742,346,1182,468,201,76,413,651
180,Milwaukee,33,16,17,0.485,-4.15,-4.25,8,10,9,7,6,9,2259,2260,67.6,100.6,0.282,0.376,0.532,50.8,51.4,8.7,10.7,0.508,16.3,25.5,0.19,1330,834,1872,0.446,235,704,0.334,356,528,0.674,289,1146,429,196,125,412,545
181,Minnesota,32,15,17,0.469,7.01,6.91,4,14,11,6,2,9,2405,2402,70.2,105.8,0.351,0.32,0.523,50,54.9,8,12.7,0.487,13.3,29.9,0.247,1295,850,1971,0.431,218,630,0.346,487,692,0.704,371,1221,467,181,163,352,492
182,Mississippi State,37,25,12,0.676,11.71,6.82,9,9,19,2,4,8,2716,2507,68.4,106.6,0.31,0.373,0.55,51.4,49.1,9.5,14.8,0.524,16.4,31.8,0.214,1490,1000,2151,0.465,256,802,0.319,460,666,0.691,398,1335,491,243,198,483,614
183,Mississippi Valley State,32,4,28,0.125,-21.41,-8.13,4,14,3,6,1,21,2075,2500,69.9,91.3,0.291,0.287,0.461,47.2,43.1,8.2,5.2,0.426,15.7,29.7,0.196,1300,758,1979,0.383,171,568,0.301,388,575,0.675,393,1138,327,186,56,421,658
184,Mississippi,32,12,20,0.375,6.85,9.16,5,13,10,8,1,10,2426,2500,70.8,105.5,0.338,0.394,0.523,49.7,55.6,8.7,11.2,0.483,13.6,31.1,0.247,1300,841,1999,0.421,251,788,0.319,493,675,0.73,393,1215,468,200,131,365,609
185,Missouri-Kansas City,32,10,22,0.313,-10.19,-1.02,5,9,6,8,3,11,2251,2447,72.4,96.8,0.344,0.455,0.52,44,46.8,8.7,6.7,0.483,16,21.7,0.245,1285,756,1859,0.407,284,845,0.336,455,640,0.711,259,1018,354,202,81,411,681
186,Missouri State,33,18,15,0.545,3.08,0.45,7,11,10,5,4,8,2313,2197,66.2,105.4,0.27,0.362,0.525,54,49.9,7,11.2,0.496,14.8,33.2,0.193,1325,851,1953,0.436,234,707,0.331,377,527,0.715,389,1276,425,153,134,382,575
187,Missouri NCAA,33,20,13,0.606,13.81,9.19,10,8,13,3,5,6,2399,2246,67.3,107.1,0.39,0.453,0.573,53.2,55.8,7.6,11.3,0.537,18.3,31.1,0.286,1330,794,1765,0.45,306,799,0.383,505,688,0.734,332,1225,443,170,140,469,594
188,Monmouth,31,11,20,0.355,-2.41,-1.24,7,11,6,6,4,12,2336,2372,71,102.9,0.441,0.334,0.562,51,50.7,8.7,7.4,0.523,18.5,26.6,0.314,1280,787,1718,0.458,223,574,0.389,539,758,0.711,276,1115,399,197,73,473,674
189,Montana State,32,13,19,0.406,-8.69,-3.53,6,12,8,6,3,12,2434,2524,72.1,104.2,0.387,0.379,0.533,50.1,49.1,7.5,5.6,0.49,14.9,29,0.281,1295,817,1929,0.424,257,731,0.352,543,746,0.728,358,1168,401,176,66,399,645
190,Montana NCAA,34,26,8,0.765,6.28,-2.25,16,2,14,0,8,6,2625,2329,70,108.7,0.386,0.272,0.549,53.3,45.3,10.9,9.2,0.513,15,33.1,0.273,1380,944,2021,0.467,186,549,0.339,551,780,0.706,400,1258,428,264,114,422,716
191,Morehead State,29,8,21,0.276,-10.65,-1.91,4,14,7,6,1,15,2043,2204,70.6,99.3,0.358,0.381,0.528,51.4,48.3,8,8.8,0.492,19.1,32.5,0.251,1165,712,1655,0.43,204,631,0.323,415,592,0.701,338,1041,344,165,86,456,598
192,Morgan State,31,13,18,0.419,-15.67,-11.97,7,8,8,2,3,15,2273,2338,71.4,101,0.394,0.254,0.508,51.3,49.4,9.9,8.1,0.461,16.3,34.7,0.286,1260,787,1883,0.418,161,478,0.337,538,742,0.725,421,1187,389,222,88,435,628
193,Mount St. Mary's,32,18,14,0.563,-8.15,-8.05,12,6,12,3,6,11,2331,2301,67.1,107.3,0.299,0.48,0.574,43.3,55.5,10.2,10.7,0.546,14.7,20.4,0.219,1295,809,1778,0.455,323,853,0.379,390,532,0.733,212,918,449,221,125,351,492
194,Murray State NCAA,32,26,6,0.813,6.87,-3.53,16,2,14,2,10,3,2515,2117,68.2,115.3,0.381,0.399,0.591,54.1,54.1,9.9,8.7,0.558,15.3,33,0.28,1280,870,1803,0.483,271,719,0.377,504,687,0.734,340,1186,471,216,104,384,559
195,Navy,32,20,12,0.625,-6.93,-7.22,11,7,9,6,9,6,2199,2125,67,102.2,0.361,0.358,0.54,54.2,58.4,9.6,4.2,0.503,18.2,32.1,0.26,1285,771,1737,0.444,206,622,0.331,451,627,0.719,342,1113,450,206,41,453,553
